bootstrap_iteration,recommendation_type,C1,Q1,C2,predicted_charge_time,_life
219,ideal_point_compromise,5.05,67.0,4.4,9.956926789437404,1459.51220703125
219,longevity,5.0,67.0,4.0,10.213803477106172,1501.080810546875
220,fast_charge,5.2,58.0,4.55,9.817210070512763,1256.3929443359375
220,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1317.544677734375
220,longevity,5.3,54.0,4.0,10.237011024275983,1356.772705078125
221,fast_charge,5.2,58.0,4.55,9.817210070512763,1342.5740966796875
221,ideal_point_compromise,5.1,64.0,4.25,10.012038771223818,1376.2386474609375
221,longevity,5.0,67.0,4.0,10.213803477106172,1398.619140625
222,fast_charge,5.2,58.0,4.55,9.817210070512763,1396.192626953125
222,ideal_point_compromise,5.0,69.0,4.5,9.970470143772836,1428.4541015625
222,longevity,5.0,67.0,4.0,10.213803477106172,1447.1759033203125
223,fast_charge,5.2,58.0,4.55,9.817210070512763,1414.848388671875
223,ideal_point_compromise,5.05,67.0,4.4,9.956926789437404,1438.124267578125
223,longevity,5.0,67.0,4.0,10.213803477106172,1459.7156982421875
224,fast_charge,5.2,58.0,4.55,9.817210070512763,1275.6676025390625
224,ideal_point_compromise,5.1,64.0,4.25,10.012038771223818,1305.3629150390625
224,longevity,5.0,67.0,4.0,10.213803477106172,1324.5726318359375
225,fast_charge,5.2,58.0,4.55,9.817210070512763,1491.128662109375
225,ideal_point_compromise,5.05,67.0,4.4,9.956926789437404,1533.732177734375
225,longevity,5.0,67.0,4.0,10.213803477106172,1579.7860107421875
226,fast_charge,5.2,58.0,4.55,9.817210070512763,1248.16796875
226,ideal_point_compromise,5.1,64.0,4.25,10.012038771223818,1300.3924560546875
226,longevity,5.0,67.0,4.0,10.213803477106172,1335.4610595703125
227,fast_charge,5.2,58.0,4.55,9.817210070512763,1556.7730712890625
227,ideal_point_compromise,4.2,29.0,5.55,9.880174133476826,1693.64404296875
227,longevity,3.7,31.0,5.9,10.233881351590824,1777.017578125
228,fast_charge,5.2,58.0,4.55,9.817210070512763,1441.3756103515625
228,ideal_point_compromise,5.05,67.0,4.4,9.956926789437404,1479.515869140625
228,longevity,5.0,67.0,4.0,10.213803477106172,1504.17578125
229,fast_charge,5.2,58.0,4.55,9.817210070512763,1460.3956298828125
229,ideal_point_compromise,4.95,72.0,4.6,9.994554465248461,1522.0068359375
229,longevity,4.8,80.0,4.8,10.22380347710617,1555.550537109375
230,fast_charge,5.2,58.0,4.55,9.817210070512763,1417.7906494140625
230,ideal_point_compromise,5.4,34.0,4.65,9.93706512585169,1428.91943359375
230,longevity,5.6,19.0,4.6,10.216039501950892,1437.9837646484375
231,fast_charge,5.2,58.0,4.55,9.817210070512763,1475.6199951171875
231,ideal_point_compromise,4.2,29.0,5.55,9.880174133476826,1612.710205078125
231,longevity,3.7,31.0,5.9,10.233881351590824,1676.787353515625
232,fast_charge,5.2,58.0,4.55,9.817210070512763,1281.3582763671875
232,ideal_point_compromise,5.25,56.0,4.25,10.012038771223818,1296.10986328125
232,longevity,5.3,54.0,4.0,10.237011024275983,1308.43701171875
233,fast_charge,5.2,58.0,4.55,9.817210070512763,1420.971435546875
233,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1447.63916015625
233,longevity,5.3,54.0,4.0,10.237011024275983,1463.6402587890625
234,fast_charge,5.2,58.0,4.55,9.817210070512763,1179.5927734375
234,ideal_point_compromise,5.3,53.0,4.3,9.991245337571288,1219.227294921875
234,longevity,5.3,54.0,4.0,10.237011024275983,1261.00439453125
235,fast_charge,5.2,58.0,4.55,9.817210070512763,1298.291015625
235,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1366.2667236328125
235,longevity,5.3,54.0,4.0,10.237011024275983,1408.2105712890625
236,fast_charge,5.2,58.0,4.55,9.817210070512763,1316.49267578125
236,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1337.6090087890625
236,longevity,5.3,54.0,4.0,10.237011024275983,1352.283203125
237,fast_charge,5.2,58.0,4.55,9.817210070512763,1243.992431640625
237,ideal_point_compromise,5.1,64.0,4.25,10.012038771223818,1271.328857421875
237,longevity,5.0,67.0,4.0,10.213803477106172,1290.105712890625
238,fast_charge,5.2,58.0,4.55,9.817210070512763,1325.50634765625
238,ideal_point_compromise,5.4,47.0,4.4,9.946025699328391,1345.5545654296875
238,longevity,5.3,54.0,4.0,10.237011024275983,1371.016357421875
239,fast_charge,5.2,58.0,4.55,9.817210070512763,1327.6024169921875
239,ideal_point_compromise,5.4,47.0,4.4,9.946025699328391,1351.10400390625
239,longevity,5.3,54.0,4.0,10.237011024275983,1377.67724609375
240,fast_charge,5.2,58.0,4.55,9.817210070512763,1336.8133544921875
240,ideal_point_compromise,5.4,47.0,4.4,9.946025699328391,1372.9249267578125
240,longevity,5.3,54.0,4.0,10.237011024275983,1409.556884765625
241,fast_charge,5.2,58.0,4.55,9.817210070512763,1358.019287109375
241,ideal_point_compromise,4.2,29.0,5.55,9.880174133476826,1476.02880859375
241,longevity,3.7,31.0,5.9,10.233881351590824,1563.50830078125
242,fast_charge,5.2,58.0,4.55,9.817210070512763,1249.9117431640625
242,ideal_point_compromise,5.25,56.0,4.25,10.012038771223818,1281.1834716796875
242,longevity,5.3,54.0,4.0,10.237011024275983,1308.1458740234375
243,fast_charge,5.2,58.0,4.55,9.817210070512763,1520.061767578125
243,ideal_point_compromise,4.2,29.0,5.55,9.880174133476826,1583.8690185546875
243,longevity,3.7,31.0,5.9,10.233881351590824,1610.7218017578125
244,fast_charge,5.2,58.0,4.55,9.817210070512763,1279.9830322265625
244,ideal_point_compromise,5.25,56.0,4.25,10.012038771223818,1310.2803955078125
244,longevity,5.3,54.0,4.0,10.237011024275983,1336.477294921875
245,fast_charge,5.2,58.0,4.55,9.817210070512763,1230.8939208984375
245,ideal_point_compromise,5.4,47.0,4.4,9.946025699328391,1275.9754638671875
245,longevity,5.3,54.0,4.0,10.237011024275983,1336.28759765625
246,fast_charge,5.2,58.0,4.55,9.817210070512763,1333.73291015625
246,ideal_point_compromise,4.05,30.0,5.65,9.97798243482495,1453.3399658203125
246,longevity,3.7,31.0,5.9,10.233881351590824,1518.939697265625
247,fast_charge,5.2,58.0,4.55,9.817210070512763,1401.6751708984375
247,ideal_point_compromise,5.15,23.0,4.9,9.883006964326299,1418.47265625
247,longevity,5.6,19.0,4.6,10.216039501950892,1431.2706298828125
248,fast_charge,5.2,58.0,4.55,9.817210070512763,1323.7716064453125
248,ideal_point_compromise,5.1,64.0,4.25,10.012038771223818,1358.978759765625
248,longevity,5.0,67.0,4.0,10.213803477106172,1381.238525390625
249,fast_charge,5.2,58.0,4.55,9.817210070512763,1549.34423828125
249,ideal_point_compromise,4.95,72.0,4.6,9.994554465248461,1604.76513671875
249,longevity,4.8,80.0,4.8,10.22380347710617,1639.4515380859375
250,fast_charge,5.2,58.0,4.55,9.817210070512763,1306.759521484375
250,ideal_point_compromise,5.1,64.0,4.25,10.012038771223818,1323.8145751953125
250,longevity,5.0,67.0,4.0,10.213803477106172,1337.259033203125
251,fast_charge,5.2,58.0,4.55,9.817210070512763,1389.986572265625
251,ideal_point_compromise,5.1,64.0,4.25,10.012038771223818,1401.0328369140625
251,longevity,5.0,67.0,4.0,10.213803477106172,1409.95947265625
252,fast_charge,5.2,58.0,4.55,9.817210070512763,1395.8677978515625
252,ideal_point_compromise,5.1,64.0,4.25,10.012038771223818,1465.081298828125
252,longevity,5.0,67.0,4.0,10.213803477106172,1508.3536376953125
253,fast_charge,5.2,58.0,4.55,9.817210070512763,1378.9024658203125
253,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1394.4678955078125
253,longevity,5.3,54.0,4.0,10.237011024275983,1404.529052734375
254,fast_charge,5.2,58.0,4.55,9.817210070512763,1340.9576416015625
254,ideal_point_compromise,5.05,67.0,4.4,9.956926789437404,1373.4844970703125
254,longevity,5.0,67.0,4.0,10.213803477106172,1409.980224609375
255,fast_charge,5.2,58.0,4.55,9.817210070512763,1338.77490234375
255,ideal_point_compromise,4.95,72.0,4.6,9.994554465248461,1364.0821533203125
255,longevity,4.8,80.0,4.8,10.22380347710617,1379.1016845703125
256,fast_charge,5.2,58.0,4.55,9.817210070512763,1363.8775634765625
256,ideal_point_compromise,4.95,71.0,4.7,9.97880025337954,1384.4423828125
256,longevity,4.8,80.0,4.8,10.22380347710617,1399.1021728515625
257,fast_charge,5.2,58.0,4.55,9.817210070512763,1430.1790771484375
257,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1467.8502197265625
257,longevity,5.3,54.0,4.0,10.237011024275983,1489.8275146484375
258,fast_charge,5.2,58.0,4.55,9.817210070512763,1319.650634765625
258,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1355.6767578125
258,longevity,5.0,67.0,4.0,10.213803477106172,1379.257080078125
259,fast_charge,5.2,58.0,4.55,9.817210070512763,1327.097900390625
259,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1352.864501953125
259,longevity,5.0,67.0,4.0,10.213803477106172,1368.348388671875
260,fast_charge,5.2,58.0,4.55,9.817210070512763,1152.820556640625
260,ideal_point_compromise,5.4,47.0,4.4,9.946025699328391,1193.66455078125
260,longevity,5.3,54.0,4.0,10.237011024275983,1242.3868408203125
261,fast_charge,5.2,58.0,4.55,9.817210070512763,1312.1190185546875
261,ideal_point_compromise,5.3,53.0,4.3,9.991245337571288,1333.0802001953125
261,longevity,5.3,54.0,4.0,10.237011024275983,1354.50244140625
262,fast_charge,5.2,58.0,4.55,9.817210070512763,1321.924072265625
262,ideal_point_compromise,5.4,34.0,4.65,9.93706512585169,1360.7015380859375
262,longevity,5.6,19.0,4.6,10.216039501950892,1400.45703125
263,fast_charge,5.2,58.0,4.55,9.817210070512763,1368.9449462890625
263,ideal_point_compromise,5.05,67.0,4.4,9.956926789437404,1419.900146484375
263,longevity,5.0,67.0,4.0,10.213803477106172,1448.1278076171875
264,fast_charge,5.2,58.0,4.55,9.817210070512763,1313.6527099609375
264,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1387.958251953125
264,longevity,5.3,54.0,4.0,10.237011024275983,1430.93603515625
265,fast_charge,5.2,58.0,4.55,9.817210070512763,1442.456298828125
265,ideal_point_compromise,4.2,29.0,5.55,9.880174133476826,1630.2757568359375
265,longevity,3.7,31.0,5.9,10.233881351590824,1779.9571533203125
266,fast_charge,5.2,58.0,4.55,9.817210070512763,1253.641357421875
266,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1304.989013671875
266,longevity,5.3,54.0,4.0,10.237011024275983,1335.13916015625
267,fast_charge,5.2,58.0,4.55,9.817210070512763,1414.1510009765625
267,ideal_point_compromise,4.2,29.0,5.55,9.880174133476826,1536.2352294921875
267,longevity,3.7,31.0,5.9,10.233881351590824,1612.2681884765625
268,fast_charge,5.2,58.0,4.55,9.817210070512763,1496.276611328125
268,ideal_point_compromise,4.2,29.0,5.55,9.880174133476826,1531.3389892578125
268,longevity,3.7,31.0,5.9,10.233881351590824,1557.8760986328125
269,fast_charge,5.2,58.0,4.55,9.817210070512763,1495.1865234375
269,ideal_point_compromise,4.2,29.0,5.55,9.880174133476826,1694.39697265625
269,longevity,3.7,31.0,5.9,10.233881351590824,1848.6121826171875
270,fast_charge,5.2,58.0,4.55,9.817210070512763,1295.4888916015625
270,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1322.6627197265625
270,longevity,5.3,54.0,4.0,10.237011024275983,1338.0242919921875
271,fast_charge,5.2,58.0,4.55,9.817210070512763,1247.5333251953125
271,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1277.0155029296875
271,longevity,5.3,54.0,4.0,10.237011024275983,1293.360107421875
272,fast_charge,5.2,58.0,4.55,9.817210070512763,1395.066650390625
272,ideal_point_compromise,5.05,67.0,4.4,9.956926789437404,1398.1800537109375
272,longevity,4.9,71.0,4.35,10.159060338471404,1399.0164794921875
273,fast_charge,5.2,58.0,4.55,9.817210070512763,1322.5987548828125
273,ideal_point_compromise,4.2,29.0,5.55,9.880174133476826,1431.792236328125
273,longevity,3.7,31.0,5.9,10.233881351590824,1531.6807861328125
274,fast_charge,5.2,58.0,4.55,9.817210070512763,1361.524169921875
274,ideal_point_compromise,4.95,71.0,4.7,9.97880025337954,1403.2452392578125
274,longevity,4.8,80.0,4.8,10.22380347710617,1434.401611328125
275,fast_charge,5.2,58.0,4.55,9.817210070512763,1273.280517578125
275,ideal_point_compromise,5.4,47.0,4.4,9.946025699328391,1324.716552734375
275,longevity,5.3,54.0,4.0,10.237011024275983,1383.497802734375
276,fast_charge,5.2,58.0,4.55,9.817210070512763,1405.01025390625
276,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1407.8372802734375
276,longevity,5.3,54.0,4.0,10.237011024275983,1409.55859375
277,fast_charge,5.2,58.0,4.55,9.817210070512763,1156.38232421875
277,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1201.89453125
277,longevity,5.3,54.0,4.0,10.237011024275983,1226.701171875
278,fast_charge,5.2,58.0,4.55,9.817210070512763,1320.33349609375
278,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1374.739013671875
278,longevity,5.3,54.0,4.0,10.237011024275983,1405.2412109375
279,fast_charge,5.2,58.0,4.55,9.817210070512763,1363.1524658203125
279,ideal_point_compromise,4.95,72.0,4.6,9.994554465248461,1402.132568359375
279,longevity,4.8,80.0,4.8,10.22380347710617,1427.46240234375
280,fast_charge,5.2,58.0,4.55,9.817210070512763,1515.509521484375
280,ideal_point_compromise,4.2,29.0,5.55,9.880174133476826,1723.4649658203125
280,longevity,3.7,31.0,5.9,10.233881351590824,1871.4842529296875
281,fast_charge,5.2,58.0,4.55,9.817210070512763,1292.2998046875
281,ideal_point_compromise,5.1,64.0,4.25,10.012038771223818,1307.398193359375
281,longevity,5.0,67.0,4.0,10.213803477106172,1316.8023681640625
282,fast_charge,5.2,58.0,4.55,9.817210070512763,1299.041259765625
282,ideal_point_compromise,5.4,47.0,4.4,9.946025699328391,1337.580322265625
282,longevity,5.6,36.0,4.3,10.220481217969958,1373.783447265625
283,fast_charge,5.2,58.0,4.55,9.817210070512763,1494.148193359375
283,ideal_point_compromise,4.2,29.0,5.55,9.880174133476826,1694.631103515625
283,longevity,3.7,31.0,5.9,10.233881351590824,1786.5782470703125
284,fast_charge,5.2,58.0,4.55,9.817210070512763,1454.262939453125
284,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1523.281005859375
284,longevity,5.3,54.0,4.0,10.237011024275983,1564.0667724609375
285,fast_charge,5.2,58.0,4.55,9.817210070512763,1403.4940185546875
285,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1437.474609375
285,longevity,5.3,54.0,4.0,10.237011024275983,1459.9783935546875
286,fast_charge,5.2,58.0,4.55,9.817210070512763,1434.523193359375
286,ideal_point_compromise,4.2,29.0,5.55,9.880174133476826,1518.1903076171875
286,longevity,3.7,31.0,5.9,10.233881351590824,1588.733642578125
287,fast_charge,5.2,58.0,4.55,9.817210070512763,1268.2388916015625
287,ideal_point_compromise,5.1,64.0,4.25,10.012038771223818,1285.8603515625
287,longevity,5.0,67.0,4.0,10.213803477106172,1297.13671875
288,fast_charge,5.2,58.0,4.55,9.817210070512763,1221.3642578125
288,ideal_point_compromise,5.05,67.0,4.4,9.956926789437404,1239.72509765625
288,longevity,5.0,67.0,4.0,10.213803477106172,1250.879638671875
289,fast_charge,5.2,58.0,4.55,9.817210070512763,1368.3377685546875
289,ideal_point_compromise,5.1,64.0,4.25,10.012038771223818,1395.21435546875
289,longevity,5.0,67.0,4.0,10.213803477106172,1410.0970458984375
290,fast_charge,5.2,58.0,4.55,9.817210070512763,1419.1915283203125
290,ideal_point_compromise,5.4,47.0,4.4,9.946025699328391,1424.1339111328125
290,longevity,5.6,36.0,4.3,10.220481217969958,1428.662109375
291,fast_charge,5.2,58.0,4.55,9.817210070512763,1449.2203369140625
291,ideal_point_compromise,4.2,29.0,5.55,9.880174133476826,1549.74267578125
291,longevity,3.7,31.0,5.9,10.233881351590824,1626.9991455078125
292,fast_charge,5.2,58.0,4.55,9.817210070512763,1464.9219970703125
292,ideal_point_compromise,4.2,29.0,5.55,9.880174133476826,1608.0301513671875
292,longevity,3.7,31.0,5.9,10.233881351590824,1674.5047607421875
293,fast_charge,5.2,58.0,4.55,9.817210070512763,1308.34130859375
293,ideal_point_compromise,5.05,67.0,4.4,9.956926789437404,1365.0426025390625
293,longevity,5.0,67.0,4.0,10.213803477106172,1404.833251953125
294,fast_charge,5.2,58.0,4.55,9.817210070512763,1463.452880859375
294,ideal_point_compromise,4.35,30.0,5.4,9.917290067144485,1471.0184326171875
294,longevity,4.35,30.0,5.4,9.917290067144485,1471.0184326171875
295,fast_charge,5.2,58.0,4.55,9.817210070512763,1351.6505126953125
295,ideal_point_compromise,5.0,69.0,4.5,9.970470143772836,1369.228271484375
295,longevity,5.0,67.0,4.0,10.213803477106172,1380.2264404296875
296,fast_charge,5.2,58.0,4.55,9.817210070512763,1426.8533935546875
296,ideal_point_compromise,5.1,64.0,4.25,10.012038771223818,1460.1922607421875
296,longevity,5.0,67.0,4.0,10.213803477106172,1480.080078125
297,fast_charge,5.2,58.0,4.55,9.817210070512763,1294.143798828125
297,ideal_point_compromise,5.05,67.0,4.4,9.956926789437404,1321.9300537109375
297,longevity,5.0,67.0,4.0,10.213803477106172,1351.9620361328125
298,fast_charge,5.2,58.0,4.55,9.817210070512763,1471.1197509765625
298,ideal_point_compromise,5.05,67.0,4.4,9.956926789437404,1526.5953369140625
298,longevity,5.0,67.0,4.0,10.213803477106172,1574.1480712890625
299,fast_charge,5.2,58.0,4.55,9.817210070512763,1172.2890625
299,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1222.8524169921875
299,longevity,5.3,54.0,4.0,10.237011024275983,1259.5673828125
300,fast_charge,5.2,58.0,4.55,9.817210070512763,1424.0052490234375
300,ideal_point_compromise,5.05,67.0,4.4,9.956926789437404,1505.7701416015625
300,longevity,5.0,67.0,4.0,10.213803477106172,1560.9737548828125
301,fast_charge,5.2,58.0,4.55,9.817210070512763,1467.1153564453125
301,ideal_point_compromise,5.0,69.0,4.65,9.923158315815847,1481.2041015625
301,longevity,4.8,80.0,4.8,10.22380347710617,1496.01611328125
302,fast_charge,5.2,58.0,4.55,9.817210070512763,1429.626708984375
302,ideal_point_compromise,4.2,29.0,5.55,9.880174133476826,1581.8818359375
302,longevity,3.7,31.0,5.9,10.233881351590824,1696.473388671875
303,fast_charge,5.2,58.0,4.55,9.817210070512763,1464.2896728515625
303,ideal_point_compromise,4.95,72.0,4.6,9.994554465248461,1529.2083740234375
303,longevity,4.8,80.0,4.8,10.22380347710617,1561.4114990234375
304,fast_charge,5.2,58.0,4.55,9.817210070512763,1440.0167236328125
304,ideal_point_compromise,4.2,29.0,5.55,9.880174133476826,1589.9385986328125
304,longevity,3.7,31.0,5.9,10.233881351590824,1732.4813232421875
305,fast_charge,5.2,58.0,4.55,9.817210070512763,1473.2320556640625
305,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1517.599853515625
305,longevity,5.3,54.0,4.0,10.237011024275983,1545.7606201171875
306,fast_charge,5.2,58.0,4.55,9.817210070512763,1369.019287109375
306,ideal_point_compromise,4.2,29.0,5.55,9.880174133476826,1524.09326171875
306,longevity,3.7,31.0,5.9,10.233881351590824,1633.323974609375
307,fast_charge,5.2,58.0,4.55,9.817210070512763,1415.586669921875
307,ideal_point_compromise,4.95,71.0,4.7,9.97880025337954,1482.247314453125
307,longevity,4.8,80.0,4.8,10.22380347710617,1533.327880859375
308,fast_charge,5.2,58.0,4.55,9.817210070512763,1518.136962890625
308,ideal_point_compromise,5.0,69.0,4.65,9.923158315815847,1530.2310791015625
308,longevity,4.8,80.0,4.8,10.22380347710617,1542.9765625
309,fast_charge,5.2,58.0,4.55,9.817210070512763,1184.7161865234375
309,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1224.3837890625
309,longevity,5.3,54.0,4.0,10.237011024275983,1249.0260009765625
310,fast_charge,5.2,58.0,4.55,9.817210070512763,1256.377685546875
310,ideal_point_compromise,5.1,64.0,4.25,10.012038771223818,1287.69970703125
310,longevity,5.0,67.0,4.0,10.213803477106172,1308.1529541015625
311,fast_charge,5.2,58.0,4.55,9.817210070512763,1463.50390625
311,ideal_point_compromise,4.05,30.0,5.65,9.97798243482495,1520.9615478515625
311,longevity,3.7,31.0,5.9,10.233881351590824,1562.3123779296875
312,fast_charge,5.2,58.0,4.55,9.817210070512763,1351.2449951171875
312,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1425.94189453125
312,longevity,5.3,54.0,4.0,10.237011024275983,1472.9677734375
313,fast_charge,5.2,58.0,4.55,9.817210070512763,1292.9501953125
313,ideal_point_compromise,5.05,67.0,4.4,9.956926789437404,1316.146484375
313,longevity,5.0,67.0,4.0,10.213803477106172,1339.41845703125
314,fast_charge,5.2,58.0,4.55,9.817210070512763,1215.3211669921875
314,ideal_point_compromise,5.05,67.0,4.4,9.956926789437404,1251.1568603515625
314,longevity,5.0,67.0,4.0,10.213803477106172,1287.584228515625
315,fast_charge,5.2,58.0,4.55,9.817210070512763,1420.5733642578125
315,ideal_point_compromise,5.1,64.0,4.25,10.012038771223818,1465.9901123046875
315,longevity,5.0,67.0,4.0,10.213803477106172,1495.3270263671875
316,fast_charge,5.2,58.0,4.55,9.817210070512763,1394.2138671875
316,ideal_point_compromise,5.05,67.0,4.4,9.956926789437404,1436.712158203125
316,longevity,5.0,67.0,4.0,10.213803477106172,1488.02294921875
317,fast_charge,5.2,58.0,4.55,9.817210070512763,1283.8365478515625
317,ideal_point_compromise,5.4,47.0,4.4,9.946025699328391,1310.1158447265625
317,longevity,5.3,54.0,4.0,10.237011024275983,1342.7286376953125
318,fast_charge,5.2,58.0,4.55,9.817210070512763,1323.646484375
318,ideal_point_compromise,5.1,64.0,4.25,10.012038771223818,1365.72265625
318,longevity,5.0,67.0,4.0,10.213803477106172,1393.366455078125
319,fast_charge,5.2,58.0,4.55,9.817210070512763,1321.2740478515625
319,ideal_point_compromise,5.4,47.0,4.4,9.946025699328391,1349.6807861328125
319,longevity,5.3,54.0,4.0,10.237011024275983,1377.7545166015625
320,fast_charge,5.2,58.0,4.55,9.817210070512763,1329.2486572265625
320,ideal_point_compromise,5.05,67.0,4.4,9.956926789437404,1364.198486328125
320,longevity,5.0,67.0,4.0,10.213803477106172,1395.2020263671875
321,fast_charge,5.2,58.0,4.55,9.817210070512763,1158.3382568359375
321,ideal_point_compromise,5.4,47.0,4.4,9.946025699328391,1213.5889892578125
321,longevity,5.6,36.0,4.3,10.220481217969958,1265.9473876953125
322,fast_charge,5.2,58.0,4.55,9.817210070512763,1416.04931640625
322,ideal_point_compromise,5.15,23.0,4.9,9.883006964326299,1523.0740966796875
322,longevity,5.6,19.0,4.6,10.216039501950892,1616.8670654296875
323,fast_charge,5.2,58.0,4.55,9.817210070512763,1396.6590576171875
323,ideal_point_compromise,5.05,67.0,4.4,9.956926789437404,1428.1058349609375
323,longevity,5.0,67.0,4.0,10.213803477106172,1447.697509765625
324,fast_charge,5.2,58.0,4.55,9.817210070512763,1274.7786865234375
324,ideal_point_compromise,5.1,64.0,4.25,10.012038771223818,1324.0111083984375
324,longevity,5.0,67.0,4.0,10.213803477106172,1354.90966796875
325,fast_charge,5.2,58.0,4.55,9.817210070512763,1262.5738525390625
325,ideal_point_compromise,5.4,47.0,4.4,9.946025699328391,1288.8428955078125
325,longevity,5.3,54.0,4.0,10.237011024275983,1321.508056640625
326,fast_charge,5.2,58.0,4.55,9.817210070512763,1492.1309814453125
326,ideal_point_compromise,4.2,29.0,5.55,9.880174133476826,1543.2647705078125
326,longevity,3.7,31.0,5.9,10.233881351590824,1567.190185546875
327,fast_charge,5.2,58.0,4.55,9.817210070512763,1368.4951171875
327,ideal_point_compromise,5.1,64.0,4.25,10.012038771223818,1407.0672607421875
327,longevity,5.0,67.0,4.0,10.213803477106172,1429.0592041015625
328,fast_charge,5.2,58.0,4.55,9.817210070512763,1576.0341796875
328,ideal_point_compromise,5.05,67.0,4.4,9.956926789437404,1624.781982421875
328,longevity,5.0,67.0,4.0,10.213803477106172,1676.489990234375
329,fast_charge,5.2,58.0,4.55,9.817210070512763,1226.9013671875
329,ideal_point_compromise,5.4,47.0,4.4,9.946025699328391,1276.4622802734375
329,longevity,5.3,54.0,4.0,10.237011024275983,1324.2564697265625
330,fast_charge,5.2,58.0,4.55,9.817210070512763,1439.746826171875
330,ideal_point_compromise,5.15,23.0,4.9,9.883006964326299,1457.8204345703125
330,longevity,5.6,19.0,4.6,10.216039501950892,1467.44140625
331,fast_charge,5.2,58.0,4.55,9.817210070512763,1309.835693359375
331,ideal_point_compromise,5.4,47.0,4.4,9.946025699328391,1341.38916015625
331,longevity,5.6,36.0,4.3,10.220481217969958,1369.9444580078125
332,fast_charge,5.2,58.0,4.55,9.817210070512763,1242.3328857421875
332,ideal_point_compromise,5.1,64.0,4.25,10.012038771223818,1280.2908935546875
332,longevity,5.0,67.0,4.0,10.213803477106172,1304.001953125
333,fast_charge,5.2,58.0,4.55,9.817210070512763,1360.86376953125
333,ideal_point_compromise,5.05,67.0,4.4,9.956926789437404,1425.8927001953125
333,longevity,5.0,67.0,4.0,10.213803477106172,1476.17822265625
334,fast_charge,5.2,58.0,4.55,9.817210070512763,1419.9942626953125
334,ideal_point_compromise,5.1,64.0,4.25,10.012038771223818,1473.570068359375
334,longevity,5.0,67.0,4.0,10.213803477106172,1512.0950927734375
335,fast_charge,5.2,58.0,4.55,9.817210070512763,1459.4244384765625
335,ideal_point_compromise,5.1,64.0,4.25,10.012038771223818,1463.5235595703125
335,longevity,5.0,67.0,4.0,10.213803477106172,1466.5906982421875
336,fast_charge,5.2,58.0,4.55,9.817210070512763,1410.879638671875
336,ideal_point_compromise,4.95,72.0,4.6,9.994554465248461,1426.7222900390625
336,longevity,4.8,80.0,4.8,10.22380347710617,1433.234619140625
337,fast_charge,5.2,58.0,4.55,9.817210070512763,1231.1004638671875
337,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1280.054931640625
337,longevity,5.3,54.0,4.0,10.237011024275983,1312.3597412109375
338,fast_charge,5.2,58.0,4.55,9.817210070512763,1390.58935546875
338,ideal_point_compromise,5.1,64.0,4.25,10.012038771223818,1423.868896484375
338,longevity,5.0,67.0,4.0,10.213803477106172,1442.2445068359375
339,fast_charge,5.2,58.0,4.55,9.817210070512763,1378.7216796875
339,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1401.6173095703125
339,longevity,5.3,54.0,4.0,10.237011024275983,1414.6595458984375
340,fast_charge,5.2,58.0,4.55,9.817210070512763,1523.8341064453125
340,ideal_point_compromise,4.2,29.0,5.55,9.880174133476826,1729.2052001953125
340,longevity,3.7,31.0,5.9,10.233881351590824,1854.33984375
341,fast_charge,5.2,58.0,4.55,9.817210070512763,1324.8560791015625
341,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1352.07275390625
341,longevity,5.3,54.0,4.0,10.237011024275983,1369.2999267578125
342,fast_charge,5.2,58.0,4.55,9.817210070512763,1269.3052978515625
342,ideal_point_compromise,5.05,67.0,4.4,9.956926789437404,1316.3741455078125
342,longevity,5.0,67.0,4.0,10.213803477106172,1354.0372314453125
343,fast_charge,5.2,58.0,4.55,9.817210070512763,1476.998779296875
343,ideal_point_compromise,4.2,29.0,5.55,9.880174133476826,1530.969970703125
343,longevity,3.7,31.0,5.9,10.233881351590824,1583.87841796875
344,fast_charge,5.2,58.0,4.55,9.817210070512763,1396.454345703125
344,ideal_point_compromise,5.4,47.0,4.4,9.946025699328391,1398.173583984375
