C1,Q1,C2,phase1_ideal_minutes,phase2_ideal_minutes,T_ideal_physical,T_ideal_as_written_minus,nearest_observed_distance_normalized,nearest_observed_index,inside_rectangle,inside_convex_hull,inside_trust_region,inside_main_domain,predicted_R100_raw,predicted_A_raw,predicted_d1,predicted_d2,predicted_R100,predicted_R200,predicted_A,predicted_a_ref,predicted_SOH200,predicted_eol_a1,projection_applied,predicted_charge_time,charge_time_model,nearest_strategy,nearest_strategy_code,bootstrap_valid_n,eol_median,eol_p10,eol_p90,eol_ci95_low,eol_ci95_high,eol_a_distribution_median,eol_a_distribution_p10,bootstrap_valid_iterations,life_interval_width_ratio,risk_grade
4.05,42.0,5.45,6.222222222222222,4.18348623853211,10.405708460754333,2.0387359836901124,0.35006548118301317,0,True,True,True,True,0.009195917947903472,0.0017374740814156278,0.0074584438664878445,0.0008687370407078139,0.009195917947903472,0.0109333920293191,0.0017374740814156278,1.0,0.981608164104193,1147.5834547576605,False,10.629511937860503,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1166.8491,974.8413,1564.5741,937.84,1677.8441,1163.2952,971.06085,1000,0.5054062,moderate_model_uncertainty
4.05,42.0,5.5,6.222222222222222,4.1454545454545455,10.367676767676768,2.076767676767677,0.3328257621193092,0,True,True,True,True,0.009302664667739597,0.0017335658752882733,0.007569098792451323,0.0008667829376441367,0.009302664667739597,0.01103623054302787,0.0017335658752882733,1.0,0.9813946706645208,1143.8923595542644,False,10.591480244782938,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1161.5796,970.5241,1565.6188,933.9432,1682.9209,1159.177,966.6504,1000,0.51231503,moderate_model_uncertainty
4.05,42.0,5.55,6.222222222222222,4.108108108108109,10.33033033033033,2.1141141141141135,0.316836197894038,0,True,True,True,True,0.009409411387575721,0.0017296576691609188,0.007679753718414803,0.0008648288345804594,0.009409411387575721,0.011139069056736641,0.0017296576691609188,1.0,0.9811811772248485,1140.2104122648204,False,10.5541338074365,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1158.0588,966.4495,1570.413,927.498,1692.1053,1155.123,962.10187,1000,0.52153087,moderate_model_uncertainty
4.05,43.0,5.5,6.370370370370371,4.036363636363636,10.406734006734007,2.334006734006735,0.3419855582243709,0,True,True,True,True,0.009263692429363101,0.0017315748699716297,0.007532117559391471,0.0008657874349858149,0.009263692429363101,0.01099526729933473,0.0017315748699716297,1.0,0.9814726151412738,1145.914826911833,False,10.630537483840177,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1164.1874,972.27795,1568.4053,934.18207,1684.9117,1161.3074,968.06354,1000,0.51205444,moderate_model_uncertainty
4.05,43.0,5.55,6.370370370370371,4.0,10.37037037037037,2.370370370370371,0.3264449576876408,0,True,True,True,True,0.009370439149199224,0.0017276666638442752,0.007642772485354948,0.0008638333319221376,0.009370439149199224,0.011098105813043498,0.0017276666638442752,1.0,0.9812591217016016,1142.2246780528387,False,10.59417384747654,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1160.1897,967.9815,1571.202,929.4168,1694.572,1157.3789,963.85223,1000,0.5199327,moderate_model_uncertainty
4.05,44.0,5.5,6.518518518518518,3.927272727272727,10.445791245791245,2.5912457912457914,0.35167136087522693,0,True,True,True,True,0.009224720190986604,0.0017295838646549863,0.0074951363263316174,0.0008647919323274932,0.009224720190986604,0.01095430405564159,0.0017295838646549863,1.0,0.9815505596180267,1147.9435482575097,False,10.669594722897415,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1166.7524,974.63116,1570.3429,934.51624,1687.8046,1163.191,969.45105,1000,0.5105725,moderate_model_uncertainty
4.05,44.0,5.55,6.518518518518518,3.8918918918918917,10.41041041041041,2.6266266266266265,0.3365782738464934,0,True,True,True,True,0.009331466910822728,0.0017256756585276316,0.007605791252295097,0.0008628378292638158,0.009331466910822728,0.011057142569350361,0.0017256756585276316,1.0,0.9813370661783545,1144.2451774537035,False,10.63421388751658,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1162.6973,969.4614,1572.2653,930.56995,1695.1179,1159.3735,965.44666,1000,0.51845294,moderate_model_uncertainty
4.05,45.0,5.55,6.666666666666667,3.7837837837837838,10.45045045045045,2.882882882882883,0.34719021929390315,0,True,True,True,True,0.009292494672446232,0.0017236846532109882,0.007568810019235244,0.0008618423266054941,0.009292494672446232,0.011016179325657221,0.0017236846532109882,1.0,0.9814150106551075,1146.2719364003544,False,10.67425392755662,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1165.2864,971.53174,1574.651,931.42114,1696.1484,1161.1832,966.9338,1000,0.5175717,moderate_model_uncertainty
4.05,46.0,5.55,6.814814814814816,3.6756756756756763,10.490490490490492,3.1391391391391394,0.35823826183599655,0,True,True,True,True,0.009253522434069735,0.0017216936478943446,0.00753182878617539,0.0008608468239471723,0.009253522434069735,0.010975216081964079,0.0017216936478943446,1.0,0.9814929551318606,1148.3049809566687,False,10.714293967596662,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1167.6179,973.9552,1575.1693,933.3745,1698.1837,1163.7268,968.6728,1000,0.5149065,moderate_model_uncertainty
4.1,30.0,5.6,4.390243902439025,5.357142857142858,9.747386759581882,-0.9668989547038329,0.2636680157382743,0,True,True,True,True,0.009869833044608102,0.0017531025701931753,0.008116730474414927,0.0008765512850965877,0.009869833044608102,0.011622935614801277,0.0017531025701931753,1.0,0.9802603339107838,1116.8908978596269,False,9.971190236688052,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1133.2393,943.9697,1549.8612,909.8506,1680.2927,1130.6637,940.75024,1000,0.5346545,moderate_model_uncertainty
4.1,31.0,5.6,4.536585365853659,5.25,9.786585365853659,-0.713414634146341,0.26315789473684215,0,True,True,True,True,0.009830860806231606,0.0017511115648765317,0.008079749241355074,0.0008755557824382658,0.009830860806231606,0.011581972371108137,0.0017511115648765317,1.0,0.9803382783875368,1118.8335054480501,False,10.010388842959829,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1135.026,945.43665,1551.392,912.8084,1681.3728,1132.8074,943.16907,1000,0.5338691,moderate_model_uncertainty
4.1,32.0,5.55,4.682926829268293,5.189189189189189,9.872116018457483,-0.5062623599208953,0.2802206141711586,0,True,True,True,True,0.009685141848018986,0.0017530287656872428,0.007932113082331743,0.0008765143828436214,0.009685141848018986,0.01143817061370623,0.0017530287656872428,1.0,0.980629716303962,1124.3846862353369,False,10.095919495563653,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1140.6638,950.83954,1552.6827,918.93195,1675.078,1138.8215,949.78217,1000,0.5276254,moderate_model_uncertainty
4.1,32.0,5.6,4.682926829268293,5.142857142857142,9.825783972125436,-0.45993031358884906,0.2636680157382743,0,True,True,True,True,0.009791888567855109,0.001749120559559888,0.008042768008295221,0.000874560279779944,0.009791888567855109,0.011541009127414997,0.001749120559559888,1.0,0.9804162228642898,1120.7820503104376,False,10.049587449231606,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1137.2091,947.0917,1554.5953,915.18964,1682.4545,1135.0874,945.5332,1000,0.5342058,moderate_model_uncertainty
4.1,33.0,5.55,4.829268292682928,5.081081081081081,9.910349373764008,-0.25181278839815313,0.28165551208800665,0,True,True,True,True,0.009646169609642489,0.0017510377603705992,0.00789513184927189,0.0008755188801852996,0.009646169609642489,0.011397207370013089,0.0017510377603705992,1.0,0.980707660780715,1126.3471964548132,False,10.134152850870178,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1143.3247,953.66766,1554.057,921.1771,1676.1486,1140.4443,951.64343,1000,0.52512586,moderate_model_uncertainty
4.1,34.0,5.5,4.975609756097562,5.0181818181818185,9.993791574279381,-0.04257206208425668,0.3017637551613284,0,True,True,True,True,0.009500450651429869,0.00175295496118131,0.007747495690248559,0.000876477480590655,0.009500450651429869,0.011253405612611178,0.00175295496118131,1.0,0.9809990986971402,1131.9435343681541,False,10.217595051385551,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1148.6477,959.4733,1555.9795,927.2242,1670.5923,1146.3779,957.98364,1000,0.51931167,moderate_model_uncertainty
4.1,34.0,5.55,4.975609756097562,4.972972972972974,9.948582729070536,0.002636783124588149,0.28403090024628863,0,True,True,True,True,0.009607197371265992,0.0017490467550539555,0.007858150616212036,0.0008745233775269778,0.009607197371265992,0.011356244126319947,0.0017490467550539555,1.0,0.980785605257468,1128.315713041042,False,10.172386206176705,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1145.1809,955.1556,1555.4346,923.68005,1677.2206,1142.077,953.88354,1000,0.5241783,moderate_model_uncertainty
4.1,35.0,5.5,5.121951219512195,4.909090909090909,10.031042128603104,0.21286031042128606,0.304864853100993,0,True,True,True,True,0.009461478413053372,0.0017509639558646666,0.007710514457188705,0.0008754819779323333,0.009461478413053372,0.011212442368918038,0.0017509639558646666,1.0,0.9810770431738932,1133.9261251743594,False,10.254845605709274,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1150.674,961.2896,1557.4033,929.2894,1671.5574,1148.0669,959.7119,1000,0.51805615,moderate_model_uncertainty
4.1,35.0,5.55,5.121951219512195,4.864864864864865,9.986816084377061,0.2570863546473303,0.28732345365796547,0,True,True,True,True,0.009568225132889496,0.0017470557497373121,0.007821169383152183,0.0008735278748686561,0.009568225132889494,0.011315280882626807,0.0017470557497373121,1.0,0.980863549734221,1130.290260715269,False,10.210619561483231,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1147.1815,956.93665,1557.3572,925.9942,1678.2941,1144.0287,955.31366,1000,0.52338755,moderate_model_uncertainty
4.1,36.0,5.45,5.2682926829268295,4.844036697247706,10.112329380174536,0.4242559856791237,0.3273135140674357,0,True,True,True,True,0.009315759454840752,0.0017528811566753775,0.007562878298165375,0.0008764405783376888,0.009315759454840752,0.01106864061151613,0.0017528811566753775,1.0,0.9813684810903185,1139.567822098126,False,10.336132857280706,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1157.239,968.09564,1555.5018,936.1784,1666.9111,1153.7832,966.23975,1000,0.5075928,moderate_model_uncertainty
4.1,36.0,5.5,5.2682926829268295,4.8,10.06829268292683,0.4682926829268297,0.3088062229061744,0,True,True,True,True,0.009422506174676878,0.001748972950548023,0.007673533224128855,0.0008744864752740115,0.009422506174676878,0.011171479125224901,0.001748972950548023,1.0,0.9811549876506462,1135.9147919004909,False,10.292096160033,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1152.7053,963.4124,1559.2964,932.84235,1672.5233,1149.8818,961.66644,1000,0.5169439,moderate_model_uncertainty
4.1,36.0,5.55,5.2682926829268295,4.756756756756757,10.025049439683587,0.5115359261700725,0.2915020954834268,0,True,True,True,True,0.009529252894513,0.0017450647444206685,0.007784188150092332,0.0008725323722103343,0.009529252894513,0.011274317638933669,0.0017450647444206685,1.0,0.980941494210974,1132.2708643222104,False,10.248852916789756,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1149.1875,959.03406,1559.7825,929.46954,1679.3561,1145.7515,957.09467,1000,0.52275926,moderate_model_uncertainty
4.1,37.0,5.45,5.414634146341464,4.73394495412844,10.148579100469904,0.6806891922130234,0.33179863029030904,0,True,True,True,True,0.009276787216464256,0.001750890151358734,0.007525897065105522,0.000875445075679367,0.009276787216464256,0.01102767736782299,0.001750890151358734,1.0,0.9814464255670715,1141.5706714179264,False,10.372382577576074,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1159.3987,969.7613,1555.723,939.312,1667.8713,1155.853,968.06506,1000,0.50540143,moderate_model_uncertainty
4.1,37.0,5.5,5.414634146341464,4.690909090909091,10.105543237250554,0.7237250554323724,0.31355617977793016,0,True,True,True,True,0.00938353393630038,0.0017469819452313794,0.007636551991069001,0.0008734909726156897,0.00938353393630038,0.01113051588153176,0.0017469819452313794,1.0,0.9812329321273993,1137.909559544784,False,10.329346714356724,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1154.8215,965.19763,1560.3245,934.9576,1673.4904,1151.5431,963.3666,1000,0.515341,moderate_model_uncertainty
4.1,37.0,5.55,5.414634146341464,4.648648648648649,10.063282794990112,0.7659854976928147,0.2965293682632138,0,True,True,True,True,0.009490280656136503,0.0017430737391040249,0.007747206917032478,0.0008715368695520124,0.009490280656136503,0.011233354395240529,0.0017430737391040249,1.0,0.981019438687727,1134.257548830767,False,10.287086272096282,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1151.1987,960.9941,1559.8174,930.26306,1680.3937,1147.6682,958.3303,1000,0.5201737,moderate_model_uncertainty
4.1,38.0,5.4,5.560975609756098,4.666666666666666,10.227642276422763,0.894308943089432,0.35600830087623375,0,True,True,True,True,0.009131068258251636,0.001752807352169445,0.007378260906082191,0.0008764036760847225,0.009131068258251636,0.010883875610421081,0.001752807352169445,1.0,0.9817378634834968,1147.2579241274352,False,10.451445753528933,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1166.1497,976.0791,1554.261,944.2109,1659.7268,1163.4097,973.73285,1000,0.4958042,moderate_model_uncertainty
4.1,38.0,5.45,5.560975609756098,4.623853211009174,10.184828820765272,0.9371223987469239,0.33702227753657615,0,True,True,True,True,0.00923781497808776,0.0017488991460420905,0.00748891583204567,0.0008744495730210452,0.00923781497808776,0.01098671412412985,0.0017488991460420905,1.0,0.9815243700438244,1143.5796666628692,False,10.408632297871442,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1161.6022,971.5624,1555.9448,937.89545,1668.8323,1158.3215,969.80273,1000,0.5030831,moderate_model_uncertainty
4.1,38.0,5.5,5.560975609756098,4.581818181818182,10.142793791574281,0.979157427937916,0.31907861471798044,0,True,True,True,True,0.009344561697923883,0.001744990939914736,0.007599570758009147,0.000872495469957368,0.009344561697923883,0.011089552637838618,0.001744990939914736,1.0,0.9813108766041522,1139.91045323011,False,10.36659726868045,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1157.4155,967.1422,1561.6562,933.4781,1674.4583,1153.4886,964.857,1000,0.5136565,moderate_model_uncertainty
4.1,38.0,5.55,5.560975609756098,4.54054054054054,10.10151615029664,1.0204350692155577,0.30236294537525,0,True,True,True,True,0.009451308417760007,0.0017410827337873815,0.007710225683972626,0.0008705413668936907,0.009451308417760007,0.011192391151547389,0.0017410827337873815,1.0,0.98109738316448,1136.2503393347383,False,10.32531962740281,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1153.3989,963.3693,1562.3157,929.2746,1681.4326,1149.625,959.9395,1000,0.5192881,moderate_model_uncertainty
4.1,39.0,5.4,5.707317073170732,4.5555555555555545,10.262872628726287,1.1517615176151779,0.36162561401021176,0,True,True,True,True,0.00909209601987514,0.0017508163468528013,0.007341279673022339,0.0008754081734264007,0.00909209601987514,0.010842912366727943,0.0017508163468528013,1.0,0.9818158079602497,1149.281209808584,False,10.486676105832457,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1168.5779,978.12286,1555.6606,944.4739,1662.0844,1165.4034,976.15857,1000,0.49422276,moderate_model_uncertainty
4.1,39.0,5.45,5.707317073170732,4.513761467889908,10.22107854106064,1.1935556052808245,0.34295071070260325,0,True,True,True,True,0.009198842739711263,0.0017469081407254468,0.007451934598985816,0.0008734540703627234,0.009198842739711263,0.01094575088043671,0.0017469081407254468,1.0,0.9816023145205776,1145.5948331084858,False,10.44488201816681,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1163.8699,973.93756,1556.167,939.87366,1669.7944,1160.9255,971.4086,1000,0.500253,moderate_model_uncertainty
4.1,39.0,5.5,5.707317073170732,4.472727272727273,10.180044345898004,1.2345898004434597,0.3253341924634192,0,True,True,True,True,0.00930558945954739,0.0017429999345980923,0.007562589524949297,0.0008714999672990462,0.00930558945954739,0.011048589394145481,0.0017429999345980923,1.0,0.9813888210809052,1141.917498204692,False,10.403847823004174,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1159.4282,969.7321,1561.8351,935.2611,1674.9519,1156.5016,966.62555,1000,0.5106853,moderate_model_uncertainty
4.1,39.0,5.55,5.707317073170732,4.4324324324324325,10.139749505603165,1.2748846407382999,0.3089571574692454,0,True,True,True,True,0.009412336179383512,0.0017390917284707378,0.007673244450912774,0.0008695458642353689,0.009412336179383512,0.01115142790785425,0.0017390917284707378,1.0,0.9811753276412329,1138.2492610535467,False,10.363552982709335,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1155.7185,965.64343,1564.7732,930.802,1682.473,1151.8843,962.0299,1000,0.5184046,moderate_model_uncertainty
4.1,40.0,5.4,5.853658536585367,4.444444444444444,10.29810298102981,1.4092140921409229,0.36788822901229984,0,True,True,True,True,0.009053123781498643,0.001748825341536158,0.007304298439962486,0.000874412670768079,0.009053123781498643,0.010801949123034801,0.001748825341536158,1.0,0.9818937524370027,1151.310711863492,False,10.52190645813598,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1171.2334,980.21344,1556.9674,945.0289,1664.4512,1167.5491,977.4552,1000,0.49243298,moderate_model_uncertainty
4.1,40.0,5.45,5.853658536585367,4.4036697247706424,10.257328261356008,1.4499888118147242,0.34954807152802936,0,True,True,True,True,0.009159870501334768,0.0017449171354088034,0.007414953365925964,0.0008724585677044017,0.009159870501334768,0.01090478763674357,0.0017449171354088034,1.0,0.9816802589973305,1147.6161961560972,False,10.481131738462178,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1165.9805,976.08984,1557.241,940.8033,1670.5629,1163.5948,972.7337,1000,0.49842268,moderate_model_uncertainty
4.1,40.0,5.5,5.853658536585367,4.363636363636363,10.21729490022173,1.4900221729490033,0.33228150884960295,0,True,True,True,True,0.009266617221170892,0.0017410089292814487,0.007525608291889443,0.0008705044646407244,0.009266617221170892,0.011007626150452341,0.0017410089292814487,1.0,0.9814667655576582,1143.9307198428282,False,10.4410983773279,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1161.4465,972.11017,1562.458,936.6337,1675.9816,1159.2236,968.06635,1000,0.5082867,moderate_model_uncertainty
4.1,40.0,5.55,5.853658536585367,4.324324324324325,10.17798286090969,1.529334212261042,0.31626442969297036,0,True,True,True,True,0.009373363941007015,0.0017371007231540942,0.0076362632178529205,0.0008685503615770471,0.009373363941007015,0.011110464664161109,0.0017371007231540942,1.0,0.981253272117986,1140.2543393329618,False,10.40178633801586,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1157.7292,968.005,1567.2164,932.27515,1683.5148,1154.4241,963.7055,1000,0.5175747,moderate_model_uncertainty
4.1,41.0,5.35,6.0,4.3738317757009355,10.373831775700936,1.6261682242990645,0.3936887598008138,0,True,True,True,True,0.008907404823286022,0.001750742542346869,0.007156662280939152,0.0008753712711734345,0.008907404823286022,0.01065814736563289,0.001750742542346869,1.0,0.982185190353428,1157.0581095782409,False,10.597635252807105,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1177.0162,986.6209,1558.146,949.92645,1660.9601,1173.6986,983.76215,1000,0.48557112,moderate_model_uncertainty
4.1,41.0,5.4,6.0,4.333333333333333,10.333333333333332,1.666666666666667,0.3747637966845437,0,True,True,True,True,0.009014151543122148,0.0017468343362195143,0.007267317206902634,0.0008734171681097572,0.009014151543122148,0.010760985879341663,0.0017468343362195143,1.0,0.9819716969137556,1153.3464558452126,False,10.557136810439502,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1173.7617,982.2873,1558.277,946.06256,1666.3275,1169.8931,979.3306,1000,0.49072114,moderate_model_uncertainty
4.1,41.0,5.45,6.0,4.293577981651376,10.293577981651376,1.7064220183486238,0.3567772534349296,0,True,True,True,True,0.009120898262958272,0.0017429261300921598,0.007377972132866112,0.0008714630650460799,0.009120898262958272,0.010863824393050432,0.0017429261300921598,1.0,0.9817582034740835,1149.6437813335388,False,10.517381458757546,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1168.3232,977.9534,1558.5504,942.07513,1670.8994,1165.9521,974.209,1000,0.49694893,moderate_model_uncertainty
4.1,41.0,5.5,6.0,4.254545454545455,10.254545454545454,1.7454545454545451,0.3398781478456307,0,True,True,True,True,0.009227644982794395,0.0017390179239648053,0.007488627058829589,0.0008695089619824027,0.009227644982794395,0.0109666629067592,0.0017390179239648053,1.0,0.9815447100344112,1145.9501436456171,False,10.478348931651624,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1163.5209,973.4485,1563.2354,937.1194,1677.0126,1161.4419,969.3459,1000,0.5068984,moderate_model_uncertainty
4.1,42.0,5.35,6.146341463414634,4.261682242990655,10.408023706405288,1.8846592204239796,0.40079232000522974,0,True,True,True,True,0.008868432584909524,0.0017487515370302254,0.007119681047879299,0.0008743757685151127,0.008868432584909524,0.01061718412193975,0.0017487515370302254,1.0,0.9822631348301809,1159.1082965952526,False,10.631827183511458,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1178.4291,988.65326,1559.104,952.0801,1661.9252,1175.6028,985.19745,1000,0.48407727,moderate_model_uncertainty
4.1,42.0,5.4,6.146341463414634,4.222222222222222,10.368563685636857,1.924119241192412,0.3822192400796768,0,True,True,True,True,0.008975179304745652,0.0017448433309028707,0.007230335973842782,0.0008724216654514353,0.008975179304745652,0.010720022635648523,0.0017448433309028707,1.0,0.9820496413905088,1155.3884674337357,False,10.592367162743027,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1175.1559,984.6688,1559.5896,946.5955,1666.8107,1171.4094,980.79565,1000,0.48922938,moderate_model_uncertainty
4.1,42.0,5.45,6.146341463414634,4.18348623853211,10.329827701946744,1.9628552248825244,0.36460067574024535,0,True,True,True,True,0.009081926024581775,0.0017409351247755162,0.0073409908998062585,0.0008704675623877581,0.009081926024581775,0.01082286114935729,0.0017409351247755162,1.0,0.9818361479508364,1151.6776142958836,False,10.553631179052914,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1170.3606,980.1727,1559.8628,941.2621,1671.2844,1167.9443,976.44354,1000,0.49530894,moderate_model_uncertainty
4.1,42.0,5.5,6.146341463414634,4.1454545454545455,10.29179600886918,2.0008869179600888,0.3480815990032337,0,True,True,True,True,0.009188672744417899,0.0017370269186481617,0.007451645825769737,0.0008685134593240808,0.009188672744417899,0.010925699663066061,0.0017370269186481617,1.0,0.9816226545111641,1147.9757952416894,False,10.51559948597535,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1166.1707,974.79865,1564.0139,937.34644,1678.045,1163.6938,971.83514,1000,0.5052565,moderate_model_uncertainty
4.1,43.0,5.35,6.292682926829269,4.149532710280374,10.442215637109644,2.1431502165488956,0.40843067695621255,0,True,True,True,True,0.008829460346533029,0.0017467605317135818,0.007082699814819447,0.0008733802658567909,0.008829460346533029,0.01057622087824661,0.0017467605317135818,1.0,0.9823410793069339,1161.16479669983,False,10.666019114215814,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1180.869,989.80963,1559.968,953.4668,1663.5309,1177.1595,986.6808,1000,0.48282948,moderate_model_uncertainty
4.1,43.0,5.4,6.292682926829269,4.111111111111111,10.40379403794038,2.1815718157181587,0.39022132385458014,0,True,True,True,True,0.008936207066369155,0.0017428523255862273,0.007193354740782927,0.0008714261627931136,0.008936207066369155,0.010679059391955383,0.0017428523255862273,1.0,0.9821275858672617,1157.4367724367132,False,10.62759751504655,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1177.2875,986.3589,1560.9052,948.61554,1668.3546,1173.4197,982.41223,1000,0.48802546,moderate_model_uncertainty
4.1,43.0,5.45,6.292682926829269,4.073394495412844,10.366077422242114,2.219288431416426,0.37298094703882545,0,True,True,True,True,0.009042953786205279,0.0017389441194588728,0.0073040096667464065,0.0008694720597294364,0.009042953786205279,0.010781897905664152,0.0017389441194588728,1.0,0.9819140924275895,1153.7177208261742,False,10.589880899348284,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1172.8953,981.2229,1561.1781,943.2781,1672.5756,1169.7778,977.86816,1000,0.4944646,moderate_model_uncertainty
4.1,43.0,5.5,6.292682926829269,4.036363636363636,10.329046563192906,2.2563192904656333,0.35685001564856844,0,True,True,True,True,0.009149700506041403,0.001735035913331518,0.007414664592709885,0.000867517956665759,0.009149700506041403,0.01088473641937292,0.001735035913331518,1.0,0.9817005989879172,1150.0077003879435,False,10.552850040299075,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1168.5756,976.7277,1564.7794,937.9194,1680.3751,1165.6912,973.19293,1000,0.5032209,moderate_model_uncertainty
4.1,44.0,5.4,6.439024390243903,3.9999999999999996,10.439024390243903,2.4390243902439033,0.39873713849680553,0,True,True,True,True,0.00889723482799266,0.0017408613202695837,0.007156373507723076,0.0008704306601347918,0.00889723482799266,0.010638096148262242,0.0017408613202695837,1.0,0.9822055303440147,1159.491396790189,False,10.662827867350073,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1178.7325,988.4158,1561.8562,949.3085,1671.7595,1175.4341,983.22516,1000,0.486489,moderate_model_uncertainty
4.1,44.0,5.45,6.439024390243903,3.9633027522935773,10.40232714253748,2.4757216379503255,0.3818814094451033,0,True,True,True,True,0.009003981547828784,0.0017369531141422292,0.007267028433686555,0.0008684765570711146,0.009003981547828784,0.010740934661971013,0.0017369531141422292,1.0,0.9819920369043424,1155.7641268361597,False,10.62613061964365,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1174.7521,983.915,1562.4965,944.4905,1675.6827,1171.9473,978.6039,1000,0.4925137,moderate_model_uncertainty
4.1,44.0,5.5,6.439024390243903,3.927272727272727,10.36629711751663,2.511751662971176,0.3661428105182226,0,True,True,True,True,0.009110728267664906,0.0017330449080148747,0.0073776833596500314,0.0008665224540074373,0.009110728267664906,0.01084377317567978,0.0017330449080148747,1.0,0.9817785434646702,1152.045884970286,False,10.5901005946228,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1170.6929,979.1815,1565.4587,939.7132,1682.7937,1167.8037,974.3201,1000,0.50079507,moderate_model_uncertainty
4.1,45.0,5.4,6.585365853658537,3.888888888888889,10.474254742547426,2.6964769647696483,0.40773449641216786,0,True,True,True,True,0.008858262589616162,0.00173887031495294,0.007119392274663221,0.00086943515747647,0.008858262589616162,0.010597132904569102,0.00173887031495294,1.0,0.9822834748207676,1161.552366559336,False,10.698058219653596,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1180.6067,990.1782,1562.3141,950.0757,1674.5476,1177.786,984.66504,1000,0.48461175,moderate_model_uncertainty
4.1,45.0,5.45,6.585365853658537,3.853211009174312,10.43857686283285,2.732154844484225,0.39126656492427525,0,True,True,True,True,0.008965009309452286,0.0017349621088255855,0.007230047200626701,0.0008674810544127928,0.008965009309452286,0.010699971418277872,0.0017349621088255855,1.0,0.9820699813810955,1157.816858367035,False,10.66238033993902,physical_offset,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,1000,1176.5952,985.86694,1563.8179,945.77893,1679.1348,1174.002,979.72675,1000,0.49120626,moderate_model_uncertainty
