C1,Q1,C2,cycle,predicted_soh,eol_median
5.1,64.0,4.3,890,0.9119473090347335,1377.282958984375
5.1,64.0,4.3,895,0.9110372967102871,1377.282958984375
5.1,64.0,4.3,900,0.9101226437793009,1377.282958984375
5.1,64.0,4.3,905,0.9092033502417746,1377.282958984375
5.1,64.0,4.3,910,0.9082794160977086,1377.282958984375
5.1,64.0,4.3,915,0.9073508413471028,1377.282958984375
5.1,64.0,4.3,920,0.9064176259899572,1377.282958984375
5.1,64.0,4.3,925,0.9054797700262717,1377.282958984375
5.1,64.0,4.3,930,0.9045372734560464,1377.282958984375
5.1,64.0,4.3,935,0.9035901362792812,1377.282958984375
5.1,64.0,4.3,940,0.9026383584959762,1377.282958984375
5.1,64.0,4.3,945,0.9016819401061312,1377.282958984375
5.1,64.0,4.3,950,0.9007208811097466,1377.282958984375
5.1,64.0,4.3,955,0.899755181506822,1377.282958984375
5.1,64.0,4.3,960,0.8987848412973577,1377.282958984375
5.1,64.0,4.3,965,0.8978098604813535,1377.282958984375
5.1,64.0,4.3,970,0.8968302390588094,1377.282958984375
5.1,64.0,4.3,975,0.8958459770297256,1377.282958984375
5.1,64.0,4.3,980,0.8948570743941018,1377.282958984375
5.1,64.0,4.3,985,0.8938635311519381,1377.282958984375
5.1,64.0,4.3,990,0.8928653473032346,1377.282958984375
5.1,64.0,4.3,995,0.8918625228479915,1377.282958984375
5.1,64.0,4.3,1000,0.8908550577862083,1377.282958984375
5.1,64.0,4.3,1005,0.8898429521178854,1377.282958984375
5.1,64.0,4.3,1010,0.8888262058430226,1377.282958984375
5.1,64.0,4.3,1015,0.88780481896162,1377.282958984375
5.1,64.0,4.3,1020,0.8867787914736776,1377.282958984375
5.1,64.0,4.3,1025,0.8857481233791952,1377.282958984375
5.1,64.0,4.3,1030,0.884712814678173,1377.282958984375
5.1,64.0,4.3,1035,0.8836728653706111,1377.282958984375
5.1,64.0,4.3,1040,0.8826282754565092,1377.282958984375
5.1,64.0,4.3,1045,0.8815790449358676,1377.282958984375
5.1,64.0,4.3,1050,0.880525173808686,1377.282958984375
5.1,64.0,4.3,1055,0.8794666620749647,1377.282958984375
5.1,64.0,4.3,1060,0.8784035097347034,1377.282958984375
5.1,64.0,4.3,1065,0.8773357167879023,1377.282958984375
5.1,64.0,4.3,1070,0.8762632832345616,1377.282958984375
5.1,64.0,4.3,1075,0.8751862090746808,1377.282958984375
5.1,64.0,4.3,1080,0.8741044943082603,1377.282958984375
5.1,64.0,4.3,1085,0.8730181389352999,1377.282958984375
5.1,64.0,4.3,1090,0.8719271429557997,1377.282958984375
5.1,64.0,4.3,1095,0.8708315063697596,1377.282958984375
5.1,64.0,4.3,1100,0.8697312291771796,1377.282958984375
5.1,64.0,4.3,1105,0.8686263113780598,1377.282958984375
5.1,64.0,4.3,1110,0.8675167529724003,1377.282958984375
5.1,64.0,4.3,1115,0.8664025539602008,1377.282958984375
5.1,64.0,4.3,1120,0.8652837143414616,1377.282958984375
5.1,64.0,4.3,1125,0.8641602341161825,1377.282958984375
5.1,64.0,4.3,1130,0.8630321132843635,1377.282958984375
5.1,64.0,4.3,1135,0.8618993518460047,1377.282958984375
5.1,64.0,4.3,1140,0.8607619498011059,1377.282958984375
5.1,64.0,4.3,1145,0.8596199071496675,1377.282958984375
5.1,64.0,4.3,1150,0.8584732238916891,1377.282958984375
5.1,64.0,4.3,1155,0.857321900027171,1377.282958984375
5.1,64.0,4.3,1160,0.856165935556113,1377.282958984375
5.1,64.0,4.3,1165,0.8550053304785152,1377.282958984375
5.1,64.0,4.3,1170,0.8538400847943775,1377.282958984375
5.1,64.0,4.3,1175,0.8526701985036998,1377.282958984375
5.1,64.0,4.3,1180,0.8514956716064825,1377.282958984375
5.1,64.0,4.3,1185,0.8503165041027253,1377.282958984375
5.1,64.0,4.3,1190,0.8491326959924282,1377.282958984375
5.1,64.0,4.3,1195,0.8479442472755914,1377.282958984375
5.1,64.0,4.3,1200,0.8467511579522147,1377.282958984375
5.1,64.0,4.3,1205,0.845553428022298,1377.282958984375
5.1,64.0,4.3,1210,0.8443510574858417,1377.282958984375
5.1,64.0,4.3,1215,0.8431440463428453,1377.282958984375
5.1,64.0,4.3,1220,0.8419323945933093,1377.282958984375
5.1,64.0,4.3,1225,0.8407161022372334,1377.282958984375
5.1,64.0,4.3,1230,0.8394951692746175,1377.282958984375
5.1,64.0,4.3,1235,0.838269595705462,1377.282958984375
5.1,64.0,4.3,1240,0.8370393815297665,1377.282958984375
5.1,64.0,4.3,1245,0.8358045267475313,1377.282958984375
5.1,64.0,4.3,1250,0.834565031358756,1377.282958984375
5.1,64.0,4.3,1255,0.833320895363441,1377.282958984375
5.1,64.0,4.3,1260,0.8320721187615863,1377.282958984375
5.1,64.0,4.3,1265,0.8308187015531916,1377.282958984375
5.1,64.0,4.3,1270,0.829560643738257,1377.282958984375
5.1,64.0,4.3,1275,0.8282979453167827,1377.282958984375
5.1,64.0,4.3,1280,0.8270306062887685,1377.282958984375
5.1,64.0,4.3,1285,0.8257586266542145,1377.282958984375
5.1,64.0,4.3,1290,0.8244820064131206,1377.282958984375
5.1,64.0,4.3,1295,0.8232007455654868,1377.282958984375
5.1,64.0,4.3,1300,0.8219148441113133,1377.282958984375
5.1,64.0,4.3,1305,0.8206243020505999,1377.282958984375
5.1,64.0,4.3,1310,0.8193291193833467,1377.282958984375
5.1,64.0,4.3,1315,0.8180292961095537,1377.282958984375
5.1,64.0,4.3,1320,0.8167248322292208,1377.282958984375
5.1,64.0,4.3,1325,0.815415727742348,1377.282958984375
5.1,64.0,4.3,1330,0.8141019826489353,1377.282958984375
5.1,64.0,4.3,1335,0.812783596948983,1377.282958984375
5.1,64.0,4.3,1340,0.8114605706424907,1377.282958984375
5.1,64.0,4.3,1345,0.8101329037294586,1377.282958984375
5.1,64.0,4.3,1350,0.8088005962098866,1377.282958984375
5.1,64.0,4.3,1355,0.8074636480837748,1377.282958984375
5.1,64.0,4.3,1360,0.8061220593511232,1377.282958984375
5.1,64.0,4.3,1365,0.8047758300119318,1377.282958984375
5.1,64.0,4.3,1370,0.8034249600662003,1377.282958984375
5.1,64.0,4.3,1375,0.8020694495139292,1377.282958984375
5.0,67.0,4.0,0,1.0,1398.6031494140625
5.0,67.0,4.0,5,0.9999430008130574,1398.6031494140625
5.0,67.0,4.0,10,0.9998813346342398,1398.6031494140625
5.0,67.0,4.0,15,0.9998150014635471,1398.6031494140625
5.0,67.0,4.0,20,0.9997440013009793,1398.6031494140625
5.0,67.0,4.0,25,0.9996683341465364,1398.6031494140625
5.0,67.0,4.0,30,0.9995880000002185,1398.6031494140625
5.0,67.0,4.0,35,0.9995029988620254,1398.6031494140625
5.0,67.0,4.0,40,0.9994133307319574,1398.6031494140625
5.0,67.0,4.0,45,0.9993189956100142,1398.6031494140625
5.0,67.0,4.0,50,0.9992199934961958,1398.6031494140625
5.0,67.0,4.0,55,0.9991163243905026,1398.6031494140625
5.0,67.0,4.0,60,0.9990079882929342,1398.6031494140625
5.0,67.0,4.0,65,0.9988949852034906,1398.6031494140625
5.0,67.0,4.0,70,0.9987773151221722,1398.6031494140625
5.0,67.0,4.0,75,0.9986549780489785,1398.6031494140625
5.0,67.0,4.0,80,0.9985279739839098,1398.6031494140625
5.0,67.0,4.0,85,0.998396302926966,1398.6031494140625
5.0,67.0,4.0,90,0.998259964878147,1398.6031494140625
5.0,67.0,4.0,95,0.9981189598374531,1398.6031494140625
5.0,67.0,4.0,100,0.9979732878048841,1398.6031494140625
5.0,67.0,4.0,105,0.99782294878044,1398.6031494140625
5.0,67.0,4.0,110,0.9976679427641209,1398.6031494140625
5.0,67.0,4.0,115,0.9975082697559267,1398.6031494140625
5.0,67.0,4.0,120,0.9973439297558573,1398.6031494140625
5.0,67.0,4.0,125,0.997174922763913,1398.6031494140625
5.0,67.0,4.0,130,0.9970012487800934,1398.6031494140625
5.0,67.0,4.0,135,0.9968229078043989,1398.6031494140625
5.0,67.0,4.0,140,0.9966398998368292,1398.6031494140625
5.0,67.0,4.0,145,0.9964522248773845,1398.6031494140625
5.0,67.0,4.0,150,0.9962598829260647,1398.6031494140625
5.0,67.0,4.0,155,0.9960628739828699,1398.6031494140625
5.0,67.0,4.0,160,0.9958611980477998,1398.6031494140625
5.0,67.0,4.0,165,0.9956548551208548,1398.6031494140625
5.0,67.0,4.0,170,0.9954438452020348,1398.6031494140625
5.0,67.0,4.0,175,0.9952281682913395,1398.6031494140625
5.0,67.0,4.0,180,0.9950078243887693,1398.6031494140625
5.0,67.0,4.0,185,0.9947828134943241,1398.6031494140625
5.0,67.0,4.0,190,0.9945531356080036,1398.6031494140625
5.0,67.0,4.0,195,0.9943187907298082,1398.6031494140625
5.0,67.0,4.0,200,0.9940797788597375,1398.6031494140625
5.0,67.0,4.0,205,0.993836099997792,1398.6031494140625
5.0,67.0,4.0,210,0.9935877541439713,1398.6031494140625
5.0,67.0,4.0,215,0.9933347412982754,1398.6031494140625
5.0,67.0,4.0,220,0.9930770614607046,1398.6031494140625
5.0,67.0,4.0,225,0.9928147146312587,1398.6031494140625
5.0,67.0,4.0,230,0.9925477008099376,1398.6031494140625
5.0,67.0,4.0,235,0.9922760199967415,1398.6031494140625
5.0,67.0,4.0,240,0.9919996721916704,1398.6031494140625
5.0,67.0,4.0,245,0.9917186573947241,1398.6031494140625
5.0,67.0,4.0,250,0.9914329756059028,1398.6031494140625
5.0,67.0,4.0,255,0.9911426268252064,1398.6031494140625
5.0,67.0,4.0,260,0.990847611052635,1398.6031494140625
5.0,67.0,4.0,265,0.9905479282881884,1398.6031494140625
5.0,67.0,4.0,270,0.9902435785318667,1398.6031494140625
5.0,67.0,4.0,275,0.98993456178367,1398.6031494140625
5.0,67.0,4.0,280,0.9896208780435983,1398.6031494140625
5.0,67.0,4.0,285,0.9893025273116514,1398.6031494140625
5.0,67.0,4.0,290,0.9889795095878294,1398.6031494140625
5.0,67.0,4.0,295,0.9886518248721324,1398.6031494140625
5.0,67.0,4.0,300,0.9883194731645604,1398.6031494140625
5.0,67.0,4.0,305,0.9879824544651132,1398.6031494140625
5.0,67.0,4.0,310,0.9876407687737909,1398.6031494140625
5.0,67.0,4.0,315,0.9872944160905935,1398.6031494140625
5.0,67.0,4.0,320,0.9869433964155212,1398.6031494140625
5.0,67.0,4.0,325,0.9865877097485737,1398.6031494140625
5.0,67.0,4.0,330,0.9862273560897512,1398.6031494140625
5.0,67.0,4.0,335,0.9858623354390535,1398.6031494140625
5.0,67.0,4.0,340,0.9854926477964808,1398.6031494140625
5.0,67.0,4.0,345,0.985118293162033,1398.6031494140625
5.0,67.0,4.0,350,0.9847392715357103,1398.6031494140625
5.0,67.0,4.0,355,0.9843555829175122,1398.6031494140625
5.0,67.0,4.0,360,0.9839672273074392,1398.6031494140625
5.0,67.0,4.0,365,0.9835742047054911,1398.6031494140625
5.0,67.0,4.0,370,0.983176515111668,1398.6031494140625
5.0,67.0,4.0,375,0.9827741585259698,1398.6031494140625
5.0,67.0,4.0,380,0.9823671349483964,1398.6031494140625
5.0,67.0,4.0,385,0.981955444378948,1398.6031494140625
5.0,67.0,4.0,390,0.9815390868176246,1398.6031494140625
5.0,67.0,4.0,395,0.981118062264426,1398.6031494140625
5.0,67.0,4.0,400,0.9806923707193524,1398.6031494140625
5.0,67.0,4.0,405,0.9802620121824037,1398.6031494140625
5.0,67.0,4.0,410,0.9798269866535799,1398.6031494140625
5.0,67.0,4.0,415,0.9793872941328811,1398.6031494140625
5.0,67.0,4.0,420,0.978942934620307,1398.6031494140625
5.0,67.0,4.0,425,0.9784939081158581,1398.6031494140625
5.0,67.0,4.0,430,0.978040214619534,1398.6031494140625
5.0,67.0,4.0,435,0.9775818541313348,1398.6031494140625
5.0,67.0,4.0,440,0.9771188266512606,1398.6031494140625
5.0,67.0,4.0,445,0.9766511321793113,1398.6031494140625
5.0,67.0,4.0,450,0.9761787707154869,1398.6031494140625
5.0,67.0,4.0,455,0.9757017422597875,1398.6031494140625
5.0,67.0,4.0,460,0.975220046812213,1398.6031494140625
5.0,67.0,4.0,465,0.9747336843727632,1398.6031494140625
5.0,67.0,4.0,470,0.9742426549414386,1398.6031494140625
5.0,67.0,4.0,475,0.9737469585182387,1398.6031494140625
5.0,67.0,4.0,480,0.9732465951031639,1398.6031494140625
5.0,67.0,4.0,485,0.972741564696214,1398.6031494140625
5.0,67.0,4.0,490,0.972231867297389,1398.6031494140625
5.0,67.0,4.0,495,0.9717175029066889,1398.6031494140625
5.0,67.0,4.0,500,0.9711984715241138,1398.6031494140625
5.0,67.0,4.0,505,0.9706747731496634,1398.6031494140625
5.0,67.0,4.0,510,0.9701464077833382,1398.6031494140625
5.0,67.0,4.0,515,0.9696133754251378,1398.6031494140625
5.0,67.0,4.0,520,0.9690756760750623,1398.6031494140625
5.0,67.0,4.0,525,0.9685333097331118,1398.6031494140625
5.0,67.0,4.0,530,0.9679862763992861,1398.6031494140625
5.0,67.0,4.0,535,0.9674345760735854,1398.6031494140625
5.0,67.0,4.0,540,0.9668782087560097,1398.6031494140625
5.0,67.0,4.0,545,0.9663171744465587,1398.6031494140625
5.0,67.0,4.0,550,0.9657514731452329,1398.6031494140625
5.0,67.0,4.0,555,0.9651811048520319,1398.6031494140625
5.0,67.0,4.0,560,0.9646060695669558,1398.6031494140625
5.0,67.0,4.0,565,0.9640263672900047,1398.6031494140625
5.0,67.0,4.0,570,0.9634419980211785,1398.6031494140625
5.0,67.0,4.0,575,0.9628529617604771,1398.6031494140625
5.0,67.0,4.0,580,0.9622592585079007,1398.6031494140625
5.0,67.0,4.0,585,0.9616608882634492,1398.6031494140625
5.0,67.0,4.0,590,0.9610578510271227,1398.6031494140625
5.0,67.0,4.0,595,0.960450146798921,1398.6031494140625
5.0,67.0,4.0,600,0.9598377755788443,1398.6031494140625
5.0,67.0,4.0,605,0.9592207373668926,1398.6031494140625
5.0,67.0,4.0,610,0.9585990321630657,1398.6031494140625
5.0,67.0,4.0,615,0.9579726599673638,1398.6031494140625
5.0,67.0,4.0,620,0.9573416207797868,1398.6031494140625
5.0,67.0,4.0,625,0.9567059146003348,1398.6031494140625
5.0,67.0,4.0,630,0.9560655414290076,1398.6031494140625
5.0,67.0,4.0,635,0.9554205012658054,1398.6031494140625
5.0,67.0,4.0,640,0.954770794110728,1398.6031494140625
5.0,67.0,4.0,645,0.9541164199637756,1398.6031494140625
5.0,67.0,4.0,650,0.9534573788249482,1398.6031494140625
5.0,67.0,4.0,655,0.9527936706942456,1398.6031494140625
5.0,67.0,4.0,660,0.952125295571668,1398.6031494140625
5.0,67.0,4.0,665,0.9514522534572154,1398.6031494140625
5.0,67.0,4.0,670,0.9507745443508875,1398.6031494140625
5.0,67.0,4.0,675,0.9500921682526847,1398.6031494140625
5.0,67.0,4.0,680,0.9494051251626069,1398.6031494140625
5.0,67.0,4.0,685,0.9487134150806538,1398.6031494140625
5.0,67.0,4.0,690,0.9480170380068257,1398.6031494140625
5.0,67.0,4.0,695,0.9473159939411225,1398.6031494140625
5.0,67.0,4.0,700,0.9466102828835443,1398.6031494140625
5.0,67.0,4.0,705,0.945899904834091,1398.6031494140625
5.0,67.0,4.0,710,0.9451848597927626,1398.6031494140625
5.0,67.0,4.0,715,0.9444651477595591,1398.6031494140625
5.0,67.0,4.0,720,0.9437407687344807,1398.6031494140625
5.0,67.0,4.0,725,0.943011722717527,1398.6031494140625
5.0,67.0,4.0,730,0.9422780097086983,1398.6031494140625
5.0,67.0,4.0,735,0.9415396297079945,1398.6031494140625
5.0,67.0,4.0,740,0.9407965827154157,1398.6031494140625
5.0,67.0,4.0,745,0.9400488687309618,1398.6031494140625
5.0,67.0,4.0,750,0.9392964877546327,1398.6031494140625
5.0,67.0,4.0,755,0.9385394397864287,1398.6031494140625
5.0,67.0,4.0,760,0.9377777248263496,1398.6031494140625
5.0,67.0,4.0,765,0.9370113428743952,1398.6031494140625
5.0,67.0,4.0,770,0.936240293930566,1398.6031494140625
5.0,67.0,4.0,775,0.9354645779948617,1398.6031494140625
5.0,67.0,4.0,780,0.9346841950672822,1398.6031494140625
5.0,67.0,4.0,785,0.9338991451478277,1398.6031494140625
5.0,67.0,4.0,790,0.933109428236498,1398.6031494140625
5.0,67.0,4.0,795,0.9323150443332933,1398.6031494140625
5.0,67.0,4.0,800,0.9315159934382136,1398.6031494140625
5.0,67.0,4.0,805,0.9307122755512587,1398.6031494140625
5.0,67.0,4.0,810,0.9299038906724287,1398.6031494140625
5.0,67.0,4.0,815,0.9290908388017238,1398.6031494140625
5.0,67.0,4.0,820,0.9282731199391436,1398.6031494140625
5.0,67.0,4.0,825,0.9274507340846886,1398.6031494140625
5.0,67.0,4.0,830,0.9266236812383584,1398.6031494140625
5.0,67.0,4.0,835,0.925791961400153,1398.6031494140625
5.0,67.0,4.0,840,0.9249555745700727,1398.6031494140625
5.0,67.0,4.0,845,0.9241145207481173,1398.6031494140625
5.0,67.0,4.0,850,0.9232687999342867,1398.6031494140625
5.0,67.0,4.0,855,0.9224184121285811,1398.6031494140625
5.0,67.0,4.0,860,0.9215633573310004,1398.6031494140625
5.0,67.0,4.0,865,0.9207036355415446,1398.6031494140625
5.0,67.0,4.0,870,0.9198392467602138,1398.6031494140625
5.0,67.0,4.0,875,0.9189701909870078,1398.6031494140625
5.0,67.0,4.0,880,0.9180964682219268,1398.6031494140625
5.0,67.0,4.0,885,0.9172180784649708,1398.6031494140625
5.0,67.0,4.0,890,0.9163350217161396,1398.6031494140625
5.0,67.0,4.0,895,0.9154472979754334,1398.6031494140625
5.0,67.0,4.0,900,0.9145549072428522,1398.6031494140625
5.0,67.0,4.0,905,0.9136578495183957,1398.6031494140625
5.0,67.0,4.0,910,0.9127561248020643,1398.6031494140625
5.0,67.0,4.0,915,0.9118497330938576,1398.6031494140625
5.0,67.0,4.0,920,0.9109386743937762,1398.6031494140625
5.0,67.0,4.0,925,0.9100229487018194,1398.6031494140625
5.0,67.0,4.0,930,0.9091025560179876,1398.6031494140625
5.0,67.0,4.0,935,0.9081774963422808,1398.6031494140625
5.0,67.0,4.0,940,0.907247769674699,1398.6031494140625
5.0,67.0,4.0,945,0.9063133760152419,1398.6031494140625
5.0,67.0,4.0,950,0.9053743153639099,1398.6031494140625
5.0,67.0,4.0,955,0.9044305877207027,1398.6031494140625
5.0,67.0,4.0,960,0.9034821930856205,1398.6031494140625
5.0,67.0,4.0,965,0.9025291314586632,1398.6031494140625
5.0,67.0,4.0,970,0.9015714028398307,1398.6031494140625
5.0,67.0,4.0,975,0.9006090072291233,1398.6031494140625
5.0,67.0,4.0,980,0.8996419446265408,1398.6031494140625
5.0,67.0,4.0,985,0.8986702150320832,1398.6031494140625
5.0,67.0,4.0,990,0.8976938184457506,1398.6031494140625
5.0,67.0,4.0,995,0.8967127548675429,1398.6031494140625
5.0,67.0,4.0,1000,0.8957270242974599,1398.6031494140625
5.0,67.0,4.0,1005,0.894736626735502,1398.6031494140625
5.0,67.0,4.0,1010,0.8937415621816691,1398.6031494140625
5.0,67.0,4.0,1015,0.8927418306359609,1398.6031494140625
5.0,67.0,4.0,1020,0.8917374320983779,1398.6031494140625
5.0,67.0,4.0,1025,0.8907283665689195,1398.6031494140625
5.0,67.0,4.0,1030,0.8897146340475863,1398.6031494140625
5.0,67.0,4.0,1035,0.888696234534378,1398.6031494140625
5.0,67.0,4.0,1040,0.8876731680292944,1398.6031494140625
5.0,67.0,4.0,1045,0.886645434532336,1398.6031494140625
5.0,67.0,4.0,1050,0.8856130340435024,1398.6031494140625
5.0,67.0,4.0,1055,0.8845759665627936,1398.6031494140625
5.0,67.0,4.0,1060,0.8835342320902099,1398.6031494140625
5.0,67.0,4.0,1065,0.8824878306257511,1398.6031494140625
5.0,67.0,4.0,1070,0.8814367621694171,1398.6031494140625
5.0,67.0,4.0,1075,0.8803810267212082,1398.6031494140625
5.0,67.0,4.0,1080,0.879320624281124,1398.6031494140625
5.0,67.0,4.0,1085,0.878255554849165,1398.6031494140625
5.0,67.0,4.0,1090,0.8771858184253307,1398.6031494140625
5.0,67.0,4.0,1095,0.8761114150096214,1398.6031494140625
5.0,67.0,4.0,1100,0.875032344602037,1398.6031494140625
5.0,67.0,4.0,1105,0.8739486072025776,1398.6031494140625
5.0,67.0,4.0,1110,0.8728602028112431,1398.6031494140625
5.0,67.0,4.0,1115,0.8717671314280335,1398.6031494140625
5.0,67.0,4.0,1120,0.8706693930529489,1398.6031494140625
5.0,67.0,4.0,1125,0.8695669876859891,1398.6031494140625
5.0,67.0,4.0,1130,0.8684599153271543,1398.6031494140625
5.0,67.0,4.0,1135,0.8673481759764443,1398.6031494140625
5.0,67.0,4.0,1140,0.8662317696338593,1398.6031494140625
5.0,67.0,4.0,1145,0.8651106962993993,1398.6031494140625
5.0,67.0,4.0,1150,0.8639849559730641,1398.6031494140625
5.0,67.0,4.0,1155,0.8628545486548539,1398.6031494140625
5.0,67.0,4.0,1160,0.8617194743447687,1398.6031494140625
5.0,67.0,4.0,1165,0.8605797330428082,1398.6031494140625
5.0,67.0,4.0,1170,0.8594353247489728,1398.6031494140625
5.0,67.0,4.0,1175,0.8582862494632624,1398.6031494140625
5.0,67.0,4.0,1180,0.8571325071856767,1398.6031494140625
5.0,67.0,4.0,1185,0.855974097916216,1398.6031494140625
5.0,67.0,4.0,1190,0.8548110216548802,1398.6031494140625
5.0,67.0,4.0,1195,0.8536432784016694,1398.6031494140625
5.0,67.0,4.0,1200,0.8524708681565836,1398.6031494140625
5.0,67.0,4.0,1205,0.8512937909196225,1398.6031494140625
5.0,67.0,4.0,1210,0.8501120466907864,1398.6031494140625
5.0,67.0,4.0,1215,0.8489256354700754,1398.6031494140625
5.0,67.0,4.0,1220,0.8477345572574891,1398.6031494140625
5.0,67.0,4.0,1225,0.8465388120530278,1398.6031494140625
5.0,67.0,4.0,1230,0.8453383998566915,1398.6031494140625
5.0,67.0,4.0,1235,0.84413332066848,1398.6031494140625
5.0,67.0,4.0,1240,0.8429235744883935,1398.6031494140625
5.0,67.0,4.0,1245,0.8417091613164318,1398.6031494140625
5.0,67.0,4.0,1250,0.8404900811525953,1398.6031494140625
5.0,67.0,4.0,1255,0.8392663339968834,1398.6031494140625
5.0,67.0,4.0,1260,0.8380379198492967,1398.6031494140625
5.0,67.0,4.0,1265,0.8368048387098348,1398.6031494140625
5.0,67.0,4.0,1270,0.8355670905784978,1398.6031494140625
5.0,67.0,4.0,1275,0.8343246754552857,1398.6031494140625
5.0,67.0,4.0,1280,0.8330775933401986,1398.6031494140625
5.0,67.0,4.0,1285,0.8318258442332365,1398.6031494140625
5.0,67.0,4.0,1290,0.830569428134399,1398.6031494140625
5.0,67.0,4.0,1295,0.8293083450436867,1398.6031494140625
5.0,67.0,4.0,1300,0.8280425949610992,1398.6031494140625
5.0,67.0,4.0,1305,0.8267721778866367,1398.6031494140625
5.0,67.0,4.0,1310,0.8254970938202992,1398.6031494140625
5.0,67.0,4.0,1315,0.8242173427620865,1398.6031494140625
5.0,67.0,4.0,1320,0.8229329247119987,1398.6031494140625
5.0,67.0,4.0,1325,0.821643839670036,1398.6031494140625
5.0,67.0,4.0,1330,0.820350087636198,1398.6031494140625
5.0,67.0,4.0,1335,0.8190516686104851,1398.6031494140625
5.0,67.0,4.0,1340,0.817748582592897,1398.6031494140625
5.0,67.0,4.0,1345,0.8164408295834338,1398.6031494140625
5.0,67.0,4.0,1350,0.8151284095820956,1398.6031494140625
5.0,67.0,4.0,1355,0.8138113225888822,1398.6031494140625
5.0,67.0,4.0,1360,0.812489568603794,1398.6031494140625
5.0,67.0,4.0,1365,0.8111631476268305,1398.6031494140625
5.0,67.0,4.0,1370,0.809832059657992,1398.6031494140625
5.0,67.0,4.0,1375,0.8084963046972784,1398.6031494140625
5.0,67.0,4.0,1380,0.8071558827446897,1398.6031494140625
5.0,67.0,4.0,1385,0.8058107938002259,1398.6031494140625
5.0,67.0,4.0,1390,0.8044610378638872,1398.6031494140625
5.0,67.0,4.0,1395,0.8031066149356734,1398.6031494140625
