response,predictor,standardized_beta,alpha,iteration
R100,E1,-0.09698356934950766,10.0,172
R100,E2,0.1416519927536516,10.0,172
A,E1,-0.15202033731676615,10.0,172
A,E2,0.18282529397343383,10.0,172
R100,E1,-0.1106641220305925,10.0,173
R100,E2,0.10814082955840938,10.0,173
A,E1,0.15032927265382964,10.0,173
A,E2,-0.15442650595109184,10.0,173
R100,E1,-0.14510134905073732,10.0,174
R100,E2,0.1701100019346601,10.0,174
A,E1,-0.01794902110160299,10.0,174
A,E2,0.01631565478885161,10.0,174
R100,E1,-0.1385461332996041,10.0,175
R100,E2,0.1660816060494002,10.0,175
A,E1,0.13902682140490474,10.0,175
A,E2,-0.1578378512090399,10.0,175
R100,E1,-0.12795098474857064,10.0,176
R100,E2,0.16002904445734556,10.0,176
A,E1,-0.11449725576979976,10.0,176
A,E2,0.11064949604116187,10.0,176
R100,E1,-0.15573895345885455,10.0,177
R100,E2,0.17350126471234167,10.0,177
A,E1,-0.19443362731589978,10.0,177
A,E2,0.1792498048776375,10.0,177
R100,E1,-0.2292751743869792,10.0,178
R100,E2,0.2351734604608526,10.0,178
A,E1,0.21298346911433827,10.0,178
A,E2,-0.21643828219856068,10.0,178
R100,E1,-0.17173576370517873,10.0,179
R100,E2,0.22138316165271887,10.0,179
A,E1,0.2059483177556067,10.0,179
A,E2,-0.2119976164679108,10.0,179
R100,E1,-0.15043797522572167,10.0,180
R100,E2,0.16881757646628237,10.0,180
A,E1,-0.0520204999160091,10.0,180
A,E2,0.033613878581154416,10.0,180
R100,E1,-0.2599380518818279,10.0,181
R100,E2,0.2623504147679623,10.0,181
A,E1,-0.14874722181782762,10.0,181
A,E2,0.15746247335623426,10.0,181
R100,E1,-0.2425877533247824,10.0,182
R100,E2,0.24270926392725392,10.0,182
A,E1,0.1359179063707144,10.0,182
A,E2,-0.13080594143553012,10.0,182
R100,E1,-0.2639412198933295,10.0,183
R100,E2,0.26436684818186623,10.0,183
A,E1,-0.1731096467607909,10.0,183
A,E2,0.17191702842423015,10.0,183
R100,E1,-0.22113009830333336,10.0,184
R100,E2,0.23114426147265268,10.0,184
A,E1,0.026742458882278854,10.0,184
A,E2,-0.028481657615268146,10.0,184
R100,E1,-0.2411449352625956,10.0,185
R100,E2,0.24686340927532516,10.0,185
A,E1,-0.05053223618924327,10.0,185
A,E2,0.05348995196679936,10.0,185
R100,E1,-0.14965552736786508,10.0,186
R100,E2,0.16986588936039482,10.0,186
A,E1,0.06809172145920293,10.0,186
A,E2,-0.09525414883790635,10.0,186
R100,E1,-0.19487120104579472,10.0,187
R100,E2,0.20479803985796738,10.0,187
A,E1,-0.10679805723244239,10.0,187
A,E2,0.09834699380043892,10.0,187
R100,E1,-0.1677495694166503,10.0,188
R100,E2,0.18774186130423715,10.0,188
A,E1,0.09337403428349926,10.0,188
A,E2,-0.09680970689251926,10.0,188
R100,E1,-0.22838712413100906,10.0,189
R100,E2,0.23857981796187455,10.0,189
A,E1,0.13345112290147104,10.0,189
A,E2,-0.14677408408442733,10.0,189
R100,E1,-0.2685631705216627,10.0,190
R100,E2,0.2686825865358172,10.0,190
A,E1,0.09616212851677698,10.0,190
A,E2,-0.09637178231620058,10.0,190
R100,E1,-0.23492902228103743,10.0,191
R100,E2,0.24062811501147555,10.0,191
A,E1,0.15478074284253168,10.0,191
A,E2,-0.15888524342339524,10.0,191
R100,E1,-0.2590248419840455,10.0,192
R100,E2,0.25955400530856254,10.0,192
A,E1,-0.10904725049321759,10.0,192
A,E2,0.10929731344690868,10.0,192
R100,E1,-0.15518834644470905,10.0,193
R100,E2,0.18560458513013714,10.0,193
A,E1,0.05922772071914437,10.0,193
A,E2,-0.07393913224528517,10.0,193
R100,E1,-0.2667859680306791,10.0,194
R100,E2,0.2669292880958274,10.0,194
A,E1,-0.27273383400343987,10.0,194
A,E2,0.2726972024044188,10.0,194
R100,E1,-0.23336923195518822,10.0,195
R100,E2,0.23869206257433448,10.0,195
A,E1,0.1262900274532338,10.0,195
A,E2,-0.12691721162377897,10.0,195
R100,E1,-0.25267985390623215,10.0,196
R100,E2,0.2580591359250731,10.0,196
A,E1,-0.03652391911172619,10.0,196
A,E2,0.04122099195734869,10.0,196
R100,E1,-0.18306029574423574,10.0,197
R100,E2,0.19994958073053298,10.0,197
A,E1,0.020292915684916583,10.0,197
A,E2,-0.04221191795962461,10.0,197
R100,E1,-0.2196775453345863,10.0,198
R100,E2,0.22521459085985548,10.0,198
A,E1,-0.1092779491316021,10.0,198
A,E2,0.11825884466692811,10.0,198
R100,E1,-0.22236881325851887,10.0,199
R100,E2,0.2295328564765722,10.0,199
A,E1,0.013300742202085795,10.0,199
A,E2,-0.014953922852879118,10.0,199
R100,E1,-0.1550128045572382,10.0,200
R100,E2,0.17333871651084967,10.0,200
A,E1,-0.16358124618875752,10.0,200
A,E2,0.17827913312169097,10.0,200
R100,E1,-0.12988148169008637,10.0,201
R100,E2,0.12607377808442313,10.0,201
A,E1,0.19954470722798848,10.0,201
A,E2,-0.19824775919804632,10.0,201
R100,E1,-0.11924539802021232,10.0,202
R100,E2,0.12168074213864795,10.0,202
A,E1,0.001350470663723433,10.0,202
A,E2,0.0029255251122017887,10.0,202
R100,E1,-0.22138537288242466,10.0,203
R100,E2,0.22792685492629922,10.0,203
A,E1,-0.23263907085109628,10.0,203
A,E2,0.2368383580208492,10.0,203
R100,E1,-0.1549146961442066,10.0,204
R100,E2,0.17549507334895256,10.0,204
A,E1,0.12072177797395468,10.0,204
A,E2,-0.1392653004475933,10.0,204
R100,E1,-0.25896479573596937,10.0,205
R100,E2,0.26085764898955704,10.0,205
A,E1,-0.17778289063453528,10.0,205
A,E2,0.17530373939745456,10.0,205
R100,E1,-0.2616496173299904,10.0,206
R100,E2,0.26330577671182637,10.0,206
A,E1,-0.016012507460037944,10.0,206
A,E2,0.011259092833842327,10.0,206
R100,E1,-0.15703582651383433,10.0,207
R100,E2,0.181369058195729,10.0,207
A,E1,-0.24274298909014422,10.0,207
A,E2,0.2487089918691012,10.0,207
R100,E1,-0.1347174218975896,10.0,208
R100,E2,0.1574267648505559,10.0,208
A,E1,0.14898931308608573,10.0,208
A,E2,-0.17311796456526815,10.0,208
R100,E1,-0.2390069229480475,10.0,209
R100,E2,0.24503880215098364,10.0,209
A,E1,0.2562298660828009,10.0,209
A,E2,-0.25984725017655697,10.0,209
R100,E1,-0.21618859771511503,10.0,210
R100,E2,0.2273454797047158,10.0,210
A,E1,0.19545284898552734,10.0,210
A,E2,-0.1996898808552351,10.0,210
R100,E1,-0.1526166710625763,10.0,211
R100,E2,0.1457103479119114,10.0,211
A,E1,-0.09034340390228844,10.0,211
A,E2,0.08578652816495222,10.0,211
R100,E1,-0.22025972604371102,10.0,212
R100,E2,0.2268267677419567,10.0,212
A,E1,-0.0916629388782316,10.0,212
A,E2,0.08186156255695559,10.0,212
R100,E1,-0.18494457558201394,10.0,213
R100,E2,0.20135782033152658,10.0,213
A,E1,0.043909058225938186,10.0,213
A,E2,-0.061738781426181485,10.0,213
R100,E1,-0.16089161165212879,10.0,214
R100,E2,0.1837799104435556,10.0,214
A,E1,-0.04074958809317396,10.0,214
A,E2,0.012832264748411717,10.0,214
R100,E1,-0.22566464421946428,10.0,215
R100,E2,0.22374336434892622,10.0,215
A,E1,-0.22130284911653475,10.0,215
A,E2,0.21643233199793876,10.0,215
R100,E1,-0.1982248904466358,10.0,216
R100,E2,0.20567043314253985,10.0,216
A,E1,0.14853743082933643,10.0,216
A,E2,-0.14962506083454996,10.0,216
R100,E1,-0.1350639077778262,10.0,217
R100,E2,0.1631197757919921,10.0,217
A,E1,-0.12834772638666297,10.0,217
A,E2,0.12471970009798865,10.0,217
R100,E1,-0.2475916314846787,10.0,218
R100,E2,0.24576142463667555,10.0,218
A,E1,-0.08605169739980459,10.0,218
A,E2,0.07818382834957553,10.0,218
R100,E1,-0.11062888322486798,10.0,219
R100,E2,0.13576379718509035,10.0,219
A,E1,-0.10044778592873777,10.0,219
A,E2,0.07856172372422976,10.0,219
R100,E1,-0.1722236404818323,10.0,220
R100,E2,0.18935984158130867,10.0,220
A,E1,-0.1774460927903034,10.0,220
A,E2,0.16022636268754722,10.0,220
R100,E1,-0.24549529273321546,10.0,221
R100,E2,0.2477546706936629,10.0,221
A,E1,-0.2010551257343442,10.0,221
A,E2,0.20458525971086333,10.0,221
R100,E1,-0.24828101419838502,10.0,222
R100,E2,0.24902757408595738,10.0,222
A,E1,0.09129781399782036,10.0,222
A,E2,-0.09098898834814646,10.0,222
R100,E1,-0.14286695794419246,10.0,223
R100,E2,0.16266476997066262,10.0,223
A,E1,0.06352174550487875,10.0,223
A,E2,-0.08194470105006377,10.0,223
R100,E1,-0.10409282449988685,10.0,224
R100,E2,0.1320917064045637,10.0,224
A,E1,-0.24076498315951614,10.0,224
A,E2,0.2229746500457491,10.0,224
R100,E1,-0.2659812338904366,10.0,225
R100,E2,0.2662721763967912,10.0,225
A,E1,0.16411633423709848,10.0,225
A,E2,-0.1639639076632202,10.0,225
R100,E1,-0.16722122990623878,10.0,226
R100,E2,0.19345888270396888,10.0,226
A,E1,-0.1134756353740969,10.0,226
A,E2,0.10811684165050887,10.0,226
R100,E1,-0.21284859925039307,10.0,227
R100,E2,0.21836831573233498,10.0,227
A,E1,0.13914904192034738,10.0,227
A,E2,-0.14512117678135633,10.0,227
R100,E1,-0.15611279321092486,10.0,228
R100,E2,0.17774110444501912,10.0,228
A,E1,-0.1396026099768785,10.0,228
A,E2,0.15995815704039548,10.0,228
R100,E1,-0.23291822557328665,10.0,230
R100,E2,0.2380353837067257,10.0,230
A,E1,0.005841593863538849,10.0,230
A,E2,-0.005856522268548111,10.0,230
R100,E1,-0.10426290168680032,10.0,231
R100,E2,0.13320626969273816,10.0,231
A,E1,0.09790092406418939,10.0,231
A,E2,-0.11524844602326267,10.0,231
R100,E1,-0.24015061471115176,10.0,232
R100,E2,0.24513037490997838,10.0,232
A,E1,0.0351303884429034,10.0,232
A,E2,-0.04364617682088844,10.0,232
R100,E1,-0.10473028255101094,10.0,233
R100,E2,0.10415932239961093,10.0,233
A,E1,-0.1275869731205087,10.0,233
A,E2,0.1270681540935508,10.0,233
R100,E1,-0.17554142546453275,10.0,234
R100,E2,0.1930136898731998,10.0,234
A,E1,0.008864524748768535,10.0,234
A,E2,-0.006759894775849451,10.0,234
R100,E1,-0.20506136756848167,10.0,235
R100,E2,0.21421817147649422,10.0,235
A,E1,-0.03713073660720802,10.0,235
A,E2,0.03589332999668358,10.0,235
R100,E1,-0.26574883299573987,10.0,236
R100,E2,0.26403429528786465,10.0,236
A,E1,-0.24317432091046187,10.0,236
A,E2,0.24609305835905335,10.0,236
R100,E1,-0.16216695289824004,10.0,237
R100,E2,0.1832896811361295,10.0,237
A,E1,-0.10066922849528039,10.0,237
A,E2,0.07981839190801504,10.0,237
R100,E1,-0.2591077230249006,10.0,238
R100,E2,0.25948133532851525,10.0,238
A,E1,0.026304114019497823,10.0,238
A,E2,-0.02663291198061689,10.0,238
R100,E1,-0.262530345366701,10.0,239
R100,E2,0.2627144503943029,10.0,239
A,E1,0.05602021850692176,10.0,239
A,E2,-0.05593641242085477,10.0,239
R100,E1,-0.21357824218449495,10.0,240
R100,E2,0.2140176242418173,10.0,240
A,E1,-0.06258417770648739,10.0,240
A,E2,0.06979771736119385,10.0,240
R100,E1,-0.2617290067798103,10.0,241
R100,E2,0.2606735090937986,10.0,241
A,E1,-0.24959358061227976,10.0,241
A,E2,0.24726090327150738,10.0,241
R100,E1,-0.24929739960734382,10.0,242
R100,E2,0.2507003531966509,10.0,242
A,E1,-0.24404958866500445,10.0,242
A,E2,0.23960370450686178,10.0,242
R100,E1,-0.21971774830572957,10.0,243
R100,E2,0.2244709954213177,10.0,243
A,E1,-0.12622056145014274,10.0,243
A,E2,0.12563384945040018,10.0,243
R100,E1,-0.22592536531371415,10.0,244
R100,E2,0.23243773685510982,10.0,244
A,E1,0.056613471201451375,10.0,244
A,E2,-0.06197836208180437,10.0,244
R100,E1,-0.21946688614964616,10.0,245
R100,E2,0.22881260445140206,10.0,245
A,E1,0.10081977165748597,10.0,245
A,E2,-0.10824673649456808,10.0,245
R100,E1,-0.21833599314833932,10.0,246
R100,E2,0.2298160595585156,10.0,246
A,E1,0.14874960428052691,10.0,246
A,E2,-0.1642954456264255,10.0,246
R100,E1,-0.24297562243991752,10.0,247
R100,E2,0.24377389683102127,10.0,247
A,E1,-0.14503699706381593,10.0,247
A,E2,0.1463527386512881,10.0,247
R100,E1,-0.10439968605317608,10.0,248
R100,E2,0.1464877741450299,10.0,248
A,E1,0.19414212465513522,10.0,248
A,E2,-0.21225704531861744,10.0,248
R100,E1,-0.24040749659957747,10.0,249
R100,E2,0.24608015321020113,10.0,249
A,E1,0.20475953003182654,10.0,249
A,E2,-0.20748425403962092,10.0,249
R100,E1,-0.206995412635449,10.0,250
R100,E2,0.21251653877111862,10.0,250
A,E1,-0.15285464666890983,10.0,250
A,E2,0.16155476667590032,10.0,250
R100,E1,-0.17574028229462313,10.0,251
R100,E2,0.17884071976603744,10.0,251
A,E1,-0.023031261378338365,10.0,251
A,E2,0.020211589452751654,10.0,251
R100,E1,-0.15559208330181495,10.0,252
R100,E2,0.1740089431733066,10.0,252
A,E1,0.1270909263083173,10.0,252
A,E2,-0.1429831122198317,10.0,252
R100,E1,-0.22047955468590658,10.0,253
R100,E2,0.22935061075738908,10.0,253
A,E1,0.1942013565582217,10.0,253
A,E2,-0.19006836230729196,10.0,253
R100,E1,-0.1636036388595399,10.0,254
R100,E2,0.20080899109173161,10.0,254
A,E1,-0.0012080792015560205,10.0,254
A,E2,0.007911475962838333,10.0,254
R100,E1,-0.1683037262305696,10.0,255
R100,E2,0.1913042366676739,10.0,255
A,E1,-0.021598065333064756,10.0,255
A,E2,0.009580149052407642,10.0,255
R100,E1,-0.1567137888715917,10.0,256
R100,E2,0.15428657480709937,10.0,256
A,E1,0.06632285518553144,10.0,256
A,E2,-0.06139191346114085,10.0,256
R100,E1,-0.19492397383705623,10.0,257
R100,E2,0.2049023728079779,10.0,257
A,E1,0.11334134882253481,10.0,257
A,E2,-0.1129327333723271,10.0,257
R100,E1,-0.15091454466648327,10.0,258
R100,E2,0.17355338973155776,10.0,258
A,E1,-0.17822865829025436,10.0,258
A,E2,0.18749532912097,10.0,258
R100,E1,-0.10907267769584301,10.0,259
R100,E2,0.1525864698252654,10.0,259
A,E1,0.1553799669880325,10.0,259
A,E2,-0.19064536747132554,10.0,259
R100,E1,-0.14557075308202017,10.0,260
R100,E2,0.16899043237863282,10.0,260
A,E1,0.25462876809590607,10.0,260
A,E2,-0.25966775566315464,10.0,260
R100,E1,-0.246513113198931,10.0,261
R100,E2,0.24403661164604623,10.0,261
A,E1,0.013497242883514443,10.0,261
A,E2,-0.009218363288531818,10.0,261
R100,E1,-0.1760226073267934,10.0,262
R100,E2,0.19268929482049774,10.0,262
A,E1,0.01686490855523207,10.0,262
A,E2,-0.04018207770316874,10.0,262
R100,E1,-0.21531170310985615,10.0,263
R100,E2,0.22271390492265664,10.0,263
A,E1,0.17397648041904468,10.0,263
A,E2,-0.17486965020795778,10.0,263
R100,E1,-0.1781383952278618,10.0,264
R100,E2,0.194066928632904,10.0,264
A,E1,-0.09839005775757785,10.0,264
A,E2,0.08821345816607627,10.0,264
R100,E1,-0.0017950836488969258,10.0,265
R100,E2,0.001917997473183977,10.0,265
A,E1,0.17577765363306927,10.0,265
A,E2,-0.1757330356062273,10.0,265
R100,E1,-0.16746979024791592,10.0,266
R100,E2,0.18507428443125565,10.0,266
A,E1,0.10038862094673162,10.0,266
A,E2,-0.10169781852282932,10.0,266
R100,E1,-0.09076374227356639,10.0,267
R100,E2,0.11923809229395509,10.0,267
A,E1,0.021412686120931758,10.0,267
A,E2,0.002269762501686638,10.0,267
R100,E1,-0.19276501735380486,10.0,268
R100,E2,0.18884226235762952,10.0,268
A,E1,-0.09865311384748546,10.0,268
A,E2,0.0975199123317626,10.0,268
R100,E1,-0.21983148178095951,10.0,269
R100,E2,0.228811193349002,10.0,269
A,E1,0.19546012261240236,10.0,269
A,E2,-0.1914621157205821,10.0,269
R100,E1,-0.17674468529707363,10.0,270
R100,E2,0.20689428372551025,10.0,270
A,E1,0.053450715395417354,10.0,270
A,E2,-0.09182241743560425,10.0,270
R100,E1,-0.2245490190046965,10.0,271
R100,E2,0.2321373979630057,10.0,271
A,E1,0.24264954441754424,10.0,271
A,E2,-0.24657409347940412,10.0,271
R100,E1,-0.11034117948877063,10.0,272
R100,E2,0.13849784802371348,10.0,272
A,E1,-0.172314864350137,10.0,272
A,E2,0.19285876731895765,10.0,272
R100,E1,-0.10401693504200643,10.0,273
R100,E2,0.1821520369010524,10.0,273
A,E1,-0.03878398343852429,10.0,273
A,E2,0.030019960477970335,10.0,273
R100,E1,-0.23537855207339164,10.0,274
R100,E2,0.2409880072161766,10.0,274
A,E1,-0.0747505778048713,10.0,274
A,E2,0.0780777640916768,10.0,274
R100,E1,-0.09805469380879206,10.0,275
R100,E2,0.16098258413360772,10.0,275
A,E1,-0.006830707147024187,10.0,275
A,E2,0.060079612634895856,10.0,275
R100,E1,-0.030524305292058098,10.0,276
R100,E2,0.02684364692600831,10.0,276
A,E1,0.047328505304868713,10.0,276
A,E2,-0.05455819680915868,10.0,276
R100,E1,-0.18681723174412107,10.0,277
R100,E2,0.20819335541256656,10.0,277
A,E1,-0.1575942324900461,10.0,277
A,E2,0.14692273786495166,10.0,277
R100,E1,-0.14088082095660967,10.0,278
R100,E2,0.17887435476252697,10.0,278
A,E1,-0.04316989547766982,10.0,278
A,E2,0.006197570480747236,10.0,278
R100,E1,-0.22820218963250177,10.0,279
R100,E2,0.23066741345607641,10.0,279
A,E1,0.007020160593408605,10.0,279
A,E2,0.003751208670696945,10.0,279
R100,E1,-0.15367392823937218,10.0,280
R100,E2,0.17847454905949423,10.0,280
A,E1,-0.24736142083434962,10.0,280
A,E2,0.2503623145295669,10.0,280
R100,E1,-0.18153820243807905,10.0,281
R100,E2,0.19954043431765559,10.0,281
A,E1,0.036799882491657915,10.0,281
A,E2,-0.06030629792351818,10.0,281
R100,E1,-0.22885641681869076,10.0,282
R100,E2,0.2350405930089506,10.0,282
A,E1,0.1891071386827075,10.0,282
A,E2,-0.195658066173433,10.0,282
R100,E1,-0.16545503204582934,10.0,283
R100,E2,0.18303531180224822,10.0,283
A,E1,0.049842907970338114,10.0,283
A,E2,-0.0689850555314873,10.0,283
R100,E1,-0.20917552167414397,10.0,284
R100,E2,0.20708121534670135,10.0,284
A,E1,0.10447294194383021,10.0,284
A,E2,-0.103602260687274,10.0,284
R100,E1,-0.2587952489808554,10.0,285
R100,E2,0.2617526121312547,10.0,285
A,E1,-0.022560086367405825,10.0,285
A,E2,0.031553683245666216,10.0,285
R100,E1,-0.23235073633634848,10.0,286
R100,E2,0.2279829392715736,10.0,286
A,E1,0.050212825759969985,10.0,286
A,E2,-0.0507641281378969,10.0,286
R100,E1,-0.12306131291256879,10.0,287
R100,E2,0.15167883433195042,10.0,287
A,E1,-0.11412397688754941,10.0,287
A,E2,0.08313305602324723,10.0,287
R100,E1,-0.17214776962113482,10.0,288
R100,E2,0.17231037777074443,10.0,288
A,E1,-0.10053675204599433,10.0,288
A,E2,0.1007284396102784,10.0,288
R100,E1,-0.1700351163365626,10.0,289
R100,E2,0.19605298454544393,10.0,289
A,E1,-0.08162987030594918,10.0,289
A,E2,0.07681452417289902,10.0,289
R100,E1,-0.16193964615889192,10.0,290
R100,E2,0.17850676825477804,10.0,290
A,E1,0.06547829885821665,10.0,290
A,E2,-0.056169656272711435,10.0,290
R100,E1,-0.13549227118320264,10.0,291
R100,E2,0.1583130302615261,10.0,291
A,E1,0.056999360934350374,10.0,291
A,E2,-0.07878747481932931,10.0,291
R100,E1,-0.15813146820997975,10.0,292
R100,E2,0.18919611378223886,10.0,292
A,E1,0.032298425550353116,10.0,292
A,E2,-0.035478703407204895,10.0,292
R100,E1,-0.23117841252561408,10.0,293
R100,E2,0.23472715351708318,10.0,293
A,E1,-0.08474900664500558,10.0,293
A,E2,0.0826341062177897,10.0,293
R100,E1,-0.07562459231609946,10.0,294
R100,E2,0.11348990623886906,10.0,294
A,E1,-0.08644915480704975,10.0,294
A,E2,0.06356474723383834,10.0,294
R100,E1,-0.20132573701386836,10.0,295
R100,E2,0.20670757703626175,10.0,295
A,E1,0.03636133132689629,10.0,295
A,E2,-0.03041162008725238,10.0,295
R100,E1,-0.20442042031387192,10.0,296
R100,E2,0.2116170585814058,10.0,296
A,E1,-0.20078322347639635,10.0,296
A,E2,0.19750532342619834,10.0,296
R100,E1,-0.1414476012424296,10.0,297
R100,E2,0.13794458256116154,10.0,297
A,E1,0.040911030559841945,10.0,297
A,E2,-0.050465469345157846,10.0,297
R100,E1,-0.2585083910063914,10.0,298
R100,E2,0.2589642057270993,10.0,298
A,E1,0.17746457368391153,10.0,298
A,E2,-0.17770979464278575,10.0,298
R100,E1,-0.13154749321749534,10.0,299
R100,E2,0.16989698757766897,10.0,299
A,E1,0.11651679566323901,10.0,299
A,E2,-0.14859548953635082,10.0,299
R100,E1,-0.2256576206176321,10.0,300
R100,E2,0.23166196861519134,10.0,300
A,E1,0.12280770231199817,10.0,300
A,E2,-0.13265933986545278,10.0,300
R100,E1,-0.24585455583857857,10.0,301
R100,E2,0.24225283370122305,10.0,301
A,E1,-0.004257135133397,10.0,301
A,E2,-0.0008723548936629821,10.0,301
R100,E1,-0.0008112103759269634,10.0,302
R100,E2,0.003070533504474173,10.0,302
A,E1,0.1936669889698148,10.0,302
A,E2,-0.19024714919932104,10.0,302
R100,E1,-0.09847058285552483,10.0,303
R100,E2,0.14279974980120277,10.0,303
A,E1,-0.11705551322541267,10.0,303
A,E2,0.14112459304090283,10.0,303
R100,E1,-0.2559578249171704,10.0,304
R100,E2,0.25681678688772086,10.0,304
A,E1,0.20871398236580627,10.0,304
A,E2,-0.21024269769260814,10.0,304
R100,E1,-0.13235893275940544,10.0,305
R100,E2,0.15722491428863275,10.0,305
A,E1,0.05350517065762791,10.0,305
A,E2,-0.07880891339212727,10.0,305
R100,E1,-0.1792054406864885,10.0,306
R100,E2,0.1957548571823087,10.0,306
A,E1,-0.16428818607510146,10.0,306
A,E2,0.15398994248768297,10.0,306
R100,E1,-0.1199677506132704,10.0,307
R100,E2,0.1487485135870579,10.0,307
A,E1,0.003404408890047298,10.0,307
A,E2,-0.019525208375472645,10.0,307
R100,E1,-0.22833570377775889,10.0,308
R100,E2,0.23843583115439707,10.0,308
A,E1,0.19519499134083082,10.0,308
A,E2,-0.19697061828966703,10.0,308
R100,E1,-0.15046522331413165,10.0,309
R100,E2,0.1705403953608201,10.0,309
A,E1,-0.1292000698817882,10.0,309
A,E2,0.14716636009764603,10.0,309
R100,E1,-0.16789008353897064,10.0,310
R100,E2,0.20576160166447868,10.0,310
A,E1,0.07033868240930667,10.0,310
A,E2,-0.10858279234908529,10.0,310
R100,E1,-0.05844099334222816,10.0,311
R100,E2,0.061449142780423946,10.0,311
A,E1,0.07787830808169469,10.0,311
A,E2,-0.07700053275385858,10.0,311
R100,E1,-0.15149330158562288,10.0,312
R100,E2,0.17272097335870656,10.0,312
A,E1,-0.09884554406539359,10.0,312
A,E2,0.08275961853125667,10.0,312
R100,E1,-0.25350691026109073,10.0,313
R100,E2,0.24873893774251452,10.0,313
A,E1,-0.14404325560976178,10.0,313
A,E2,0.13219038030941327,10.0,313
R100,E1,-0.268168775591596,10.0,314
R100,E2,0.26834613987225264,10.0,314
A,E1,-0.06673065917674005,10.0,314
A,E2,0.06669157908635352,10.0,314
R100,E1,-0.24493754226791267,10.0,315
R100,E2,0.2429904046838816,10.0,315
A,E1,-0.09840285745423377,10.0,315
A,E2,0.09717999607045202,10.0,315
R100,E1,-0.13507065142622482,10.0,316
R100,E2,0.15725334674348443,10.0,316
A,E1,-0.10704830701038982,10.0,316
A,E2,0.08914808505123403,10.0,316
R100,E1,-0.17965750716901002,10.0,317
R100,E2,0.20193558905225312,10.0,317
A,E1,0.0003909692989168258,10.0,317
A,E2,-0.008138354716425383,10.0,317
R100,E1,-0.2483945830601268,10.0,318
R100,E2,0.2495007717514609,10.0,318
A,E1,-0.1788792621925513,10.0,318
A,E2,0.17959036705541445,10.0,318
R100,E1,-0.1437669058691213,10.0,319
R100,E2,0.16665678952508994,10.0,319
A,E1,0.19661771650383789,10.0,319
A,E2,-0.21612757764159687,10.0,319
R100,E1,-0.14958342528470772,10.0,320
R100,E2,0.1725369934635166,10.0,320
A,E1,-0.11117037577404737,10.0,320
A,E2,0.13037770926809258,10.0,320
R100,E1,-0.10022880184979942,10.0,321
R100,E2,0.12858613735058175,10.0,321
A,E1,-0.01996915467440753,10.0,321
A,E2,-0.00505491062736865,10.0,321
R100,E1,-0.1951705466187447,10.0,322
R100,E2,0.21199172854596574,10.0,322
A,E1,0.17575454280379219,10.0,322
A,E2,-0.19201447935702048,10.0,322
R100,E1,-0.2481649096791068,10.0,323
R100,E2,0.24829477769479355,10.0,323
A,E1,-0.23038206203200673,10.0,323
A,E2,0.22732004297012315,10.0,323
R100,E1,-0.18790503851867074,10.0,324
R100,E2,0.18447597245677305,10.0,324
A,E1,-0.13406648890588502,10.0,324
A,E2,0.13132447821981558,10.0,324
R100,E1,-0.230805604020694,10.0,325
R100,E2,0.23744777131512274,10.0,325
A,E1,0.013162335629662313,10.0,325
A,E2,-0.012802985287121774,10.0,325
R100,E1,-0.21696807031459475,10.0,326
R100,E2,0.2228459100519543,10.0,326
A,E1,-0.17253726166908392,10.0,326
A,E2,0.162880362384053,10.0,326
R100,E1,-0.10056020363775946,10.0,327
R100,E2,0.12730932269448708,10.0,327
A,E1,-0.0846485430647057,10.0,327
A,E2,0.07482031706540293,10.0,327
R100,E1,-0.1734175236047409,10.0,328
R100,E2,0.1902592937414264,10.0,328
A,E1,-0.010997147851732326,10.0,328
A,E2,-0.003437918924122836,10.0,328
R100,E1,-0.1833870971952277,10.0,329
R100,E2,0.18146941212384582,10.0,329
A,E1,0.1872852655373032,10.0,329
A,E2,-0.187121880939957,10.0,329
R100,E1,-0.23569018248843318,10.0,330
R100,E2,0.24637279832051848,10.0,330
A,E1,0.2332717722702321,10.0,330
A,E2,-0.22484674860605863,10.0,330
R100,E1,-0.18436424244543173,10.0,331
R100,E2,0.2129152056641284,10.0,331
A,E1,-0.09869243285082432,10.0,331
A,E2,0.08266474692670657,10.0,331
R100,E1,-0.21782252300238092,10.0,332
R100,E2,0.227349771156015,10.0,332
A,E1,-0.21207691133072482,10.0,332
A,E2,0.22104583012409132,10.0,332
R100,E1,-0.18737352787931497,10.0,333
R100,E2,0.2051853296718716,10.0,333
A,E1,0.008797806805074766,10.0,333
A,E2,-0.01959829444241888,10.0,333
R100,E1,-0.24963684139496203,10.0,334
R100,E2,0.25537504515374465,10.0,334
A,E1,0.18545667631461682,10.0,334
A,E2,-0.1890006562045067,10.0,334
R100,E1,-0.13709194421166712,10.0,335
R100,E2,0.16537118153928493,10.0,335
A,E1,-0.08354726927517737,10.0,335
A,E2,0.057527359198299044,10.0,335
R100,E1,-0.1788944157098039,10.0,336
R100,E2,0.19493447956045243,10.0,336
A,E1,-0.08056298827358846,10.0,336
A,E2,0.06594641942893195,10.0,336
R100,E1,-0.26931794047105273,10.0,337
R100,E2,0.2694133615124606,10.0,337
A,E1,0.1297941212724413,10.0,337
A,E2,-0.13034407792109157,10.0,337
R100,E1,-0.19954932561169197,10.0,338
R100,E2,0.20914875122383253,10.0,338
A,E1,0.1144060463395379,10.0,338
A,E2,-0.12541016280004974,10.0,338
R100,E1,-0.22702525923942118,10.0,339
R100,E2,0.23072629701976125,10.0,339
