response,predictor,standardized_beta,alpha,iteration
A,C1,0.2460351909863468,10.0,144
A,Q1,-0.09815651616810446,10.0,144
A,C2,-0.14379360763083432,10.0,144
R100,C1,-0.2366433678328533,10.0,145
R100,Q1,-0.15566624363539472,10.0,145
R100,C2,0.2572718991692691,10.0,145
A,C1,0.18750311581013865,10.0,145
A,Q1,-0.15144562064250078,10.0,145
A,C2,-0.11085937032563974,10.0,145
R100,C1,0.23007576749887496,10.0,146
R100,Q1,-0.25484671963590094,10.0,146
R100,C2,-0.029718563613279868,10.0,146
A,C1,0.07274758049504348,10.0,146
A,Q1,-0.0994584346953041,10.0,146
A,C2,-0.178616159252314,10.0,146
R100,C1,-0.23658689451375603,10.0,148
R100,Q1,-0.1667581699464126,10.0,148
R100,C2,0.2311788437890623,10.0,148
A,C1,0.14979734675024836,10.0,148
A,Q1,-0.19105193042681656,10.0,148
A,C2,-0.1983692384253001,10.0,148
R100,C1,-0.26139717149413727,10.0,149
R100,Q1,-0.11132612151521942,10.0,149
R100,C2,0.2571225265056288,10.0,149
A,C1,0.2969221184385278,10.0,149
A,Q1,0.005974349954074557,10.0,149
A,C2,-0.2176033948993506,10.0,149
R100,C1,-0.2526337032628488,10.0,150
R100,Q1,-0.1399767677157607,10.0,150
R100,C2,0.2357634262655546,10.0,150
A,C1,0.2218684519091158,10.0,150
A,Q1,-0.20165296290094986,10.0,150
A,C2,-0.12953651870082275,10.0,150
R100,C1,0.020560829062406128,10.0,151
R100,Q1,-0.1081794492345764,10.0,151
R100,C2,0.14204447235418718,10.0,151
A,C1,0.06111720441823131,10.0,151
A,Q1,0.016659824544832582,10.0,151
A,C2,-0.07178180386577324,10.0,151
R100,C1,-0.22727280792842733,10.0,153
R100,Q1,-0.21890356892362794,10.0,153
R100,C2,0.21186954732900096,10.0,153
A,C1,0.15753971108374523,10.0,153
A,Q1,-0.25172157180051447,10.0,153
A,C2,-0.16349076992606099,10.0,153
R100,C1,0.06035669061582007,10.0,154
R100,Q1,-0.13951192325211997,10.0,154
R100,C2,0.16751857602348003,10.0,154
A,C1,-0.015797649846291825,10.0,154
A,Q1,-0.12907180806108806,10.0,154
A,C2,0.19211751644644964,10.0,154
R100,C1,-0.24079718350431015,10.0,156
R100,Q1,-0.1700309133909365,10.0,156
R100,C2,0.23564759912155292,10.0,156
A,C1,0.17911831987611654,10.0,156
A,Q1,0.05926151854762324,10.0,156
A,C2,-0.20618056938504015,10.0,156
R100,C1,-0.2547783774692762,10.0,157
R100,Q1,-0.13627053143848625,10.0,157
R100,C2,0.24395416112973228,10.0,157
A,C1,0.042804174959898536,10.0,157
A,Q1,0.13418801732831429,10.0,157
A,C2,-0.1085890634383896,10.0,157
R100,C1,0.03124420641799187,10.0,158
R100,Q1,-0.027950792243854314,10.0,158
R100,C2,0.012278724261896063,10.0,158
A,C1,-0.053436273914922984,10.0,158
A,Q1,0.056124512790266215,10.0,158
A,C2,-0.059908543124856536,10.0,158
R100,C1,-0.23164690207702957,10.0,160
R100,Q1,-0.1659867293744974,10.0,160
R100,C2,0.25264714303396296,10.0,160
A,C1,0.19994851438334554,10.0,160
A,Q1,-0.24840634030470712,10.0,160
A,C2,-0.11308353146162177,10.0,160
R100,C1,-0.2610779576293061,10.0,161
R100,Q1,-0.07059037483527218,10.0,161
R100,C2,0.27367685757986515,10.0,161
A,C1,0.2604825495598343,10.0,161
A,Q1,-0.053921214744984854,10.0,161
A,C2,-0.2118373588887357,10.0,161
R100,C1,-0.23951338419900514,10.0,162
R100,Q1,-0.20509096002182145,10.0,162
R100,C2,0.2089984731090099,10.0,162
A,C1,0.05578022132671282,10.0,162
A,Q1,0.04096895731432264,10.0,162
A,C2,-0.19835389018840924,10.0,162
R100,C1,-0.2428147830300671,10.0,165
R100,Q1,-0.09421782301206949,10.0,165
R100,C2,0.26812562508917526,10.0,165
A,C1,-0.022215914457046137,10.0,165
A,Q1,-0.32438911174097373,10.0,165
A,C2,0.14029036952711382,10.0,165
R100,C1,0.23923060027779658,10.0,169
R100,Q1,-0.2528387481483338,10.0,169
R100,C2,0.1547818995493078,10.0,169
A,C1,0.01707934934538634,10.0,169
A,Q1,0.0020557458528731917,10.0,169
A,C2,0.006923130482767892,10.0,169
R100,C1,-0.23338849415601048,10.0,170
R100,Q1,-0.20629015331386352,10.0,170
R100,C2,0.2161499312550275,10.0,170
A,C1,0.06857726399923966,10.0,170
A,Q1,0.18229642904363566,10.0,170
A,C2,-0.07077124075913072,10.0,170
R100,C1,-0.24278039115585068,10.0,171
R100,Q1,-0.15607122966620596,10.0,171
R100,C2,0.24833499896032868,10.0,171
A,C1,0.11908800416403532,10.0,171
A,Q1,0.19426465593309006,10.0,171
A,C2,-0.16992144931408532,10.0,171
R100,C1,-0.2784277403615619,10.0,172
R100,Q1,-0.004397300074718335,10.0,172
R100,C2,0.2638481394527339,10.0,172
A,C1,-0.24429393258405105,10.0,172
A,Q1,-0.0877736912520423,10.0,172
A,C2,0.24961511016871918,10.0,172
R100,C1,0.0618790805439013,10.0,173
R100,Q1,-0.07760070567055634,10.0,173
R100,C2,0.12833203659516046,10.0,173
A,C1,-0.16742821174381037,10.0,173
A,Q1,0.14355766851645305,10.0,173
A,C2,-0.036703224857515676,10.0,173
R100,C1,-0.2468901832445465,10.0,174
R100,Q1,-0.11131769924728048,10.0,174
R100,C2,0.2575229671733709,10.0,174
A,C1,0.0063654704911319925,10.0,174
A,Q1,-0.02590378026630571,10.0,174
A,C2,0.0002377912526689339,10.0,174
R100,C1,-0.2673301635815802,10.0,175
R100,Q1,-0.06550694580325106,10.0,175
R100,C2,0.2648032601420311,10.0,175
A,C1,0.18575045003002125,10.0,175
A,Q1,0.09955381030875993,10.0,175
A,C2,-0.20946306606453005,10.0,175
R100,C1,-0.23813865362648085,10.0,177
R100,Q1,-0.16632576316650155,10.0,177
R100,C2,0.23453325451318158,10.0,177
A,C1,0.1443855384506241,10.0,177
A,Q1,-0.28007136257543636,10.0,177
A,C2,-0.04279334385366988,10.0,177
R100,C1,-0.23929016878239756,10.0,178
R100,Q1,-0.17833732626620546,10.0,178
R100,C2,0.23012510722808288,10.0,178
A,C1,0.16667034914483275,10.0,178
A,Q1,0.20546366043544373,10.0,178
A,C2,-0.16256714527067825,10.0,178
R100,C1,-0.23970208628706768,10.0,180
R100,Q1,-0.15914622504828416,10.0,180
R100,C2,0.2365057187498385,10.0,180
A,C1,0.17617666393493422,10.0,180
A,Q1,-0.08652410260106083,10.0,180
A,C2,-0.07100436558054006,10.0,180
R100,C1,0.2638708446838694,10.0,181
R100,Q1,-0.26181424307061024,10.0,181
R100,C2,-0.05086176278636876,10.0,181
A,C1,0.2048286665226745,10.0,181
A,Q1,-0.13068232256958484,10.0,181
A,C2,-0.21068513004354586,10.0,181
R100,C1,-0.24512087846991717,10.0,184
R100,Q1,-0.13367503520147947,10.0,184
R100,C2,0.24193433882333207,10.0,184
A,C1,0.04875304625196452,10.0,184
A,Q1,0.00017218457770971744,10.0,184
A,C2,-0.04112385118096708,10.0,184
R100,C1,-0.23909687889199455,10.0,185
R100,Q1,-0.16604707039050437,10.0,185
R100,C2,0.23740090119547344,10.0,185
A,C1,-0.07567545904674697,10.0,185
A,Q1,-0.020412015271011212,10.0,185
A,C2,0.058427111601054245,10.0,185
R100,C1,-0.25957078334027067,10.0,186
R100,Q1,-0.1270030946555529,10.0,186
R100,C2,0.24180080960941513,10.0,186
A,C1,0.259632890822241,10.0,186
A,Q1,0.036331486548041914,10.0,186
A,C2,-0.17017817558117745,10.0,186
R100,C1,-0.22702895945743887,10.0,187
R100,Q1,-0.19975288010173325,10.0,187
R100,C2,0.22935868545348229,10.0,187
A,C1,0.161910485781081,10.0,187
A,Q1,-0.20408724395337646,10.0,187
A,C2,-0.15320746986347958,10.0,187
R100,C1,-0.23648366408894614,10.0,188
R100,Q1,-0.15463895314540468,10.0,188
R100,C2,0.2545113529316725,10.0,188
A,C1,0.04943791973161521,10.0,188
A,Q1,0.1112231205100752,10.0,188
A,C2,-0.0703301413658214,10.0,188
R100,C1,-0.23630303489090657,10.0,191
R100,Q1,-0.18969466507291283,10.0,191
R100,C2,0.22044697052466228,10.0,191
A,C1,0.16512817192975032,10.0,191
A,Q1,0.10309405986014517,10.0,191
A,C2,-0.1958210057333345,10.0,191
R100,C1,-0.22364094085516853,10.0,192
R100,Q1,-0.22349164750666003,10.0,192
R100,C2,0.19949002224831136,10.0,192
A,C1,-0.11821778190958593,10.0,192
A,Q1,-0.08957373859597452,10.0,192
A,C2,0.06222219421862562,10.0,192
R100,C1,-0.2608236515748309,10.0,193
R100,Q1,-0.06604458414769467,10.0,193
R100,C2,0.2532123845673875,10.0,193
A,C1,0.10363400519280437,10.0,193
A,Q1,0.025038556123027047,10.0,193
A,C2,-0.10384842436202961,10.0,193
R100,C1,-0.2265780030993563,10.0,195
R100,Q1,-0.20707828661733874,10.0,195
R100,C2,0.22691054579245937,10.0,195
A,C1,0.05705556532136498,10.0,195
A,Q1,0.1566563192445145,10.0,195
A,C2,-0.046083224513555565,10.0,195
R100,C1,-0.24607195934246162,10.0,197
R100,Q1,-0.1861223266677011,10.0,197
R100,C2,0.20828478142864343,10.0,197
A,C1,0.30652894359258304,10.0,197
A,Q1,-0.05158371022930288,10.0,197
A,C2,-0.21800432399994232,10.0,197
R100,C1,0.2347086558740211,10.0,198
R100,Q1,-0.2171827918681274,10.0,198
R100,C2,-0.169154184271605,10.0,198
A,C1,0.16262015542178002,10.0,198
A,Q1,-0.0962176952983962,10.0,198
A,C2,-0.22979060221541403,10.0,198
R100,C1,-0.23650024201058592,10.0,199
R100,Q1,-0.1966496591116909,10.0,199
R100,C2,0.2190558571784793,10.0,199
A,C1,0.08506885068583958,10.0,199
A,Q1,-0.06930519425547417,10.0,199
A,C2,-0.2103696783031263,10.0,199
R100,C1,-0.24022233873058,10.0,200
R100,Q1,-0.16296226140849981,10.0,200
R100,C2,0.23100702065953585,10.0,200
A,C1,-0.12026584705884885,10.0,200
A,Q1,-0.2182225935796907,10.0,200
A,C2,0.0617935010056731,10.0,200
R100,C1,-0.23002891744257742,10.0,203
R100,Q1,-0.21680092141344393,10.0,203
R100,C2,0.20904699745222635,10.0,203
A,C1,-0.1520771625671259,10.0,203
A,Q1,-0.28761373347927804,10.0,203
A,C2,0.059656987974086285,10.0,203
R100,C1,-0.25398900593055723,10.0,204
R100,Q1,-0.13691507681251525,10.0,204
R100,C2,0.23882914147966205,10.0,204
A,C1,0.2406771698523517,10.0,204
A,Q1,0.08782886083562429,10.0,204
A,C2,-0.24013872910737669,10.0,204
R100,C1,0.2535583779988972,10.0,205
R100,Q1,-0.2701418637809062,10.0,205
R100,C2,-0.02659971659654168,10.0,205
A,C1,0.11018163063889592,10.0,205
A,Q1,-0.20071484930741695,10.0,205
A,C2,-0.04727464117533182,10.0,205
R100,C1,0.270880747113639,10.0,206
R100,Q1,-0.2570585331009079,10.0,206
R100,C2,0.07296215926096213,10.0,206
A,C1,-0.05610783840648966,10.0,206
A,Q1,-0.025914659905746384,10.0,206
A,C2,0.03599629010974685,10.0,206
R100,C1,-0.26734452464362457,10.0,207
R100,Q1,-0.08602232091314793,10.0,207
R100,C2,0.26098371126764924,10.0,207
A,C1,-0.0912936699406264,10.0,207
A,Q1,-0.2530418864510029,10.0,207
A,C2,0.23139066227029031,10.0,207
R100,C1,-0.25213599100378103,10.0,208
R100,Q1,-0.11880793804006773,10.0,208
R100,C2,0.25061822472762335,10.0,208
A,C1,0.22365292665329378,10.0,208
A,Q1,0.15720626204160193,10.0,208
A,C2,-0.19767468293119556,10.0,208
R100,C1,-0.2589775559229157,10.0,210
R100,Q1,-0.11755979853936839,10.0,210
R100,C2,0.2460346146468251,10.0,210
A,C1,0.15341898545319943,10.0,210
A,Q1,0.16056116278963253,10.0,210
A,C2,-0.18318129905162622,10.0,210
R100,C1,0.08143270844729614,10.0,211
R100,Q1,-0.1736685298808648,10.0,211
R100,C2,0.09726253880868208,10.0,211
A,C1,0.03795053057096697,10.0,211
A,Q1,-0.10441190329457299,10.0,211
A,C2,0.049622191425191566,10.0,211
R100,C1,-0.2315110468084993,10.0,212
R100,Q1,-0.21475729887533712,10.0,212
R100,C2,0.2089090586906377,10.0,212
A,C1,0.19429587171587925,10.0,212
A,Q1,-0.21690992700144535,10.0,212
A,C2,-0.17479976696043578,10.0,212
R100,C1,-0.23750931557855703,10.0,213
R100,Q1,-0.19414128562408128,10.0,213
R100,C2,0.20841525943274714,10.0,213
A,C1,0.2756945170838428,10.0,213
A,Q1,-0.023227868204215782,10.0,213
A,C2,-0.265598976776903,10.0,213
R100,C1,-0.26113479786763105,10.0,214
R100,Q1,-0.11793348243362287,10.0,214
R100,C2,0.2496774730127286,10.0,214
A,C1,0.17004516674694564,10.0,214
A,Q1,-0.09083741236365142,10.0,214
A,C2,-0.05410156169718278,10.0,214
R100,C1,0.18055415847620843,10.0,215
R100,Q1,-0.23483080332608142,10.0,215
R100,C2,-0.03737475478938132,10.0,215
A,C1,0.14064906200582195,10.0,215
A,Q1,-0.23707737726745068,10.0,215
A,C2,-0.02525857071720853,10.0,215
R100,C1,0.2515444433716325,10.0,216
R100,Q1,-0.1974354605114111,10.0,216
R100,C2,-0.12343650595572,10.0,216
A,C1,-0.16641153474715745,10.0,216
A,Q1,0.14931474111329313,10.0,216
A,C2,-0.09011125039618109,10.0,216
R100,C1,-0.2577411030261487,10.0,217
R100,Q1,-0.1091251310101378,10.0,217
R100,C2,0.25667025281941386,10.0,217
A,C1,0.02694429160379189,10.0,217
A,Q1,-0.15989999118770643,10.0,217
A,C2,0.09602945231393013,10.0,217
R100,C1,0.15496073261076235,10.0,218
R100,Q1,-0.19458000359742325,10.0,218
R100,C2,0.2335339843021255,10.0,218
A,C1,-0.06466082831186426,10.0,218
A,Q1,-0.07463929303728331,10.0,218
A,C2,0.1263366101379145,10.0,218
R100,C1,-0.25147233096098554,10.0,219
R100,Q1,-0.10473689537221371,10.0,219
R100,C2,0.25614832902947715,10.0,219
A,C1,0.17627084236101573,10.0,219
A,Q1,-0.12939306802627445,10.0,219
A,C2,0.009525387040133159,10.0,219
R100,C1,-0.24426703321502616,10.0,220
R100,Q1,-0.17748317759758125,10.0,220
R100,C2,0.21672149575370483,10.0,220
A,C1,0.20610308612709094,10.0,220
A,Q1,-0.2812726295750009,10.0,220
A,C2,-0.06870081766387727,10.0,220
R100,C1,-0.22445895461171836,10.0,222
R100,Q1,-0.1962610899835696,10.0,222
R100,C2,0.21436002864804124,10.0,222
A,C1,0.029538872618176545,10.0,222
A,Q1,0.11729996567121231,10.0,222
A,C2,-0.03371352521454297,10.0,222
R100,C1,-0.26305534509863676,10.0,223
R100,Q1,-0.12023208557052259,10.0,223
R100,C2,0.24231546272198973,10.0,223
A,C1,0.12967469667522732,10.0,223
A,Q1,0.06830509465508021,10.0,223
A,C2,-0.09104398559453467,10.0,223
R100,C1,-0.2447613970918476,10.0,224
R100,Q1,-0.10731219868790573,10.0,224
R100,C2,0.2640698501647417,10.0,224
A,C1,0.12812901130045867,10.0,224
A,Q1,-0.32952380413823185,10.0,224
A,C2,-0.017057880315224754,10.0,224
R100,C1,-0.2690975689242055,10.0,226
R100,Q1,-0.08092335643650964,10.0,226
R100,C2,0.2564145198125556,10.0,226
A,C1,-0.04869729391835915,10.0,226
A,Q1,-0.11323126959027012,10.0,226
A,C2,0.08486920413302419,10.0,226
R100,C1,0.2604106223488677,10.0,227
R100,Q1,-0.21546336956529344,10.0,227
R100,C2,-0.054415407765349186,10.0,227
A,C1,-0.20688080474937423,10.0,227
A,Q1,0.13354871438315807,10.0,227
A,C2,0.023641877829037917,10.0,227
R100,C1,-0.2566309413055023,10.0,228
R100,Q1,-0.1022666495878714,10.0,228
R100,C2,0.26594209319864637,10.0,228
A,C1,-0.27060750405027595,10.0,228
A,Q1,-0.07763647752743272,10.0,228
A,C2,0.25445533116495817,10.0,228
R100,C1,-0.22105337676568498,10.0,230
R100,Q1,-0.20725003024615476,10.0,230
R100,C2,0.21143448492303157,10.0,230
A,C1,0.0024091224198532248,10.0,230
A,Q1,-0.006414980458807252,10.0,230
A,C2,-0.045593615235262036,10.0,230
R100,C1,-0.26812028453568443,10.0,231
R100,Q1,-0.05198015489684142,10.0,231
R100,C2,0.2689545551808902,10.0,231
A,C1,0.12704913520949568,10.0,231
A,Q1,0.08233328474862948,10.0,231
A,C2,-0.17579076396331053,10.0,231
R100,C1,-0.2535468378398786,10.0,234
R100,Q1,-0.17438313410628903,10.0,234
R100,C2,0.21017781205758845,10.0,234
A,C1,-0.0036373128515994895,10.0,234
A,Q1,-0.04321940172481831,10.0,234
A,C2,-0.2261342187207098,10.0,234
R100,C1,-0.2516208317708918,10.0,237
R100,Q1,-0.11077987625181383,10.0,237
R100,C2,0.2677597653105346,10.0,237
A,C1,0.27894095331122054,10.0,237
A,Q1,-0.20353971154096914,10.0,237
A,C2,-0.06800700129927355,10.0,237
R100,C1,-0.21564392542453503,10.0,238
R100,Q1,-0.21520873984324201,10.0,238
R100,C2,0.20327445703178718,10.0,238
A,C1,0.04108534823736366,10.0,238
A,Q1,-0.003488642963588998,10.0,238
A,C2,-0.058623304859493144,10.0,238
R100,C1,0.2287601572165202,10.0,242
R100,Q1,-0.24994690153441873,10.0,242
R100,C2,-0.07423468782349997,10.0,242
A,C1,0.1784613098088675,10.0,242
A,Q1,-0.2619749203578582,10.0,242
A,C2,0.021287145372233165,10.0,242
R100,C1,0.2597098481283039,10.0,243
R100,Q1,-0.22986547237004748,10.0,243
R100,C2,-0.13704240559323616,10.0,243
A,C1,0.09359443491790624,10.0,243
A,Q1,-0.14488132728301642,10.0,243
A,C2,-0.09790824953702908,10.0,243
R100,C1,-0.22940014674421735,10.0,244
R100,Q1,-0.21681594137395477,10.0,244
R100,C2,0.2116479754899794,10.0,244
A,C1,0.15052012022592434,10.0,244
A,Q1,-0.0027148011057075948,10.0,244
A,C2,-0.18625778652572691,10.0,244
R100,C1,-0.23556506597315452,10.0,245
R100,Q1,-0.17948110828189529,10.0,245
R100,C2,0.2368525578398729,10.0,245
A,C1,0.16540527180892217,10.0,245
A,Q1,0.042595476533299835,10.0,245
A,C2,-0.17340315903671913,10.0,245
R100,C1,-0.2460979560519919,10.0,246
R100,Q1,-0.14184660253633224,10.0,246
R100,C2,0.25541242082586835,10.0,246
A,C1,0.2801944582560459,10.0,246
A,Q1,0.03454015610631109,10.0,246
A,C2,-0.22767390737993407,10.0,246
R100,C1,-0.27403636051258184,10.0,248
R100,Q1,-0.025845968936764673,10.0,248
R100,C2,0.26893484257878986,10.0,248
A,C1,0.12511465548434866,10.0,248
A,Q1,0.1962907854541358,10.0,248
A,C2,-0.21560645184735402,10.0,248
R100,C1,-0.23838659278503255,10.0,249
R100,Q1,-0.16541799833604356,10.0,249
R100,C2,0.23677697022293875,10.0,249
A,C1,0.16948995610932496,10.0,249
A,Q1,0.16050007926889645,10.0,249
A,C2,-0.18963836840284679,10.0,249
R100,C1,0.21009849291033633,10.0,250
R100,Q1,-0.2262402587856893,10.0,250
R100,C2,-0.1578269973789063,10.0,250
A,C1,0.18529001514354745,10.0,250
A,Q1,-0.1711821272736691,10.0,250
A,C2,-0.2364629430550034,10.0,250
R100,C1,-0.23483384892954168,10.0,252
R100,Q1,-0.16790739548516995,10.0,252
R100,C2,0.23157963124123915,10.0,252
A,C1,0.23709044800973597,10.0,252
A,Q1,0.11913177877500564,10.0,252
A,C2,-0.26432738608970074,10.0,252
R100,C1,-0.2601791637596457,10.0,253
R100,Q1,-0.12764420384073275,10.0,253
R100,C2,0.2418847103742116,10.0,253
A,C1,-0.002007703672233958,10.0,253
A,Q1,0.2605778471129516,10.0,253
A,C2,-0.11082854871460081,10.0,253
R100,C1,-0.26604013448922353,10.0,254
R100,Q1,-0.04699595842175328,10.0,254
R100,C2,0.25547267136412577,10.0,254
A,C1,-0.03200952177193738,10.0,254
A,Q1,0.019946435814115447,10.0,254
A,C2,0.024182893785162765,10.0,254
R100,C1,-0.2554269470141923,10.0,255
R100,Q1,-0.09808506088159369,10.0,255
R100,C2,0.253249026614348,10.0,255
A,C1,0.07761081811473025,10.0,255
A,Q1,-0.05761033405048701,10.0,255
A,C2,-0.03700287886307021,10.0,255
R100,C1,0.07566532195672407,10.0,256
R100,Q1,-0.11437182703442854,10.0,256
R100,C2,0.18508626771336903,10.0,256
A,C1,0.03721110979494375,10.0,256
A,Q1,0.06691421113573835,10.0,256
A,C2,-0.06705516987797148,10.0,256
R100,C1,-0.22876965334427665,10.0,257
R100,Q1,-0.19523940799869782,10.0,257
R100,C2,0.2306856293079933,10.0,257
A,C1,0.001455314176793646,10.0,257
A,Q1,0.13051167786854034,10.0,257
A,C2,-0.15343944816423727,10.0,257
R100,C1,-0.2669343001612207,10.0,258
R100,Q1,-0.08714620948879957,10.0,258
R100,C2,0.26222275908765175,10.0,258
A,C1,-0.1885120228649035,10.0,258
A,Q1,-0.14344754717987568,10.0,258
A,C2,0.22212121664599602,10.0,258
R100,C1,-0.27501879301145976,10.0,259
R100,Q1,-0.021145108652271163,10.0,259
R100,C2,0.2676064515700645,10.0,259
A,C1,0.23636165981348073,10.0,259
A,Q1,0.09627878399023321,10.0,259
A,C2,-0.26465455421923345,10.0,259
R100,C1,-0.2689764514849707,10.0,260
R100,Q1,-0.08098650368592734,10.0,260
R100,C2,0.25955954834641287,10.0,260
A,C1,0.03800781723587212,10.0,260
A,Q1,0.29104283086188937,10.0,260
A,C2,-0.21545062811925106,10.0,260
R100,C1,0.17267706307688152,10.0,261
R100,Q1,-0.1887998206206308,10.0,261
R100,C2,0.22836187444425612,10.0,261
A,C1,0.03644950475606755,10.0,261
A,Q1,-0.01066432170454163,10.0,261
A,C2,-0.08828155507708203,10.0,261
R100,C1,-0.24380543430044918,10.0,262
R100,Q1,-0.17728021874670585,10.0,262
R100,C2,0.2242052236857475,10.0,262
A,C1,0.30665193182080325,10.0,262
A,Q1,-0.035531339382833586,10.0,262
A,C2,-0.15274504326410548,10.0,262
R100,C1,-0.2443726414948404,10.0,263
R100,Q1,-0.1792563949888828,10.0,263
R100,C2,0.2296749847458072,10.0,263
A,C1,0.09786592955428099,10.0,263
A,Q1,0.20168800686589677,10.0,263
A,C2,-0.08395805932479167,10.0,263
R100,C1,-0.2296807956763851,10.0,264
R100,Q1,-0.19426095363960752,10.0,264
R100,C2,0.2223289317714647,10.0,264
A,C1,0.17302910600826416,10.0,264
A,Q1,-0.18059684130385759,10.0,264
A,C2,-0.15487484874097115,10.0,264
R100,C1,-0.25322310837817197,10.0,266
R100,Q1,-0.16665882403933838,10.0,266
R100,C2,0.214840436429028,10.0,266
A,C1,0.04518692312056046,10.0,266
A,Q1,0.08862338991130224,10.0,266
A,C2,-0.2192332226093874,10.0,266
R100,C1,-0.25112265076689755,10.0,267
R100,Q1,-0.08833627554202592,10.0,267
R100,C2,0.2665459422121636,10.0,267
A,C1,-0.25349918179083086,10.0,267
A,Q1,0.07062557294111049,10.0,267
A,C2,0.25519651693068873,10.0,267
R100,C1,0.13657580649667606,10.0,268
R100,Q1,-0.20808171962199057,10.0,268
R100,C2,0.020449396257404454,10.0,268
A,C1,0.04679494245862705,10.0,268
A,Q1,-0.10227511999193395,10.0,268
A,C2,-0.08045825830434677,10.0,268
R100,C1,-0.26021067567881956,10.0,269
R100,Q1,-0.12709954325298933,10.0,269
R100,C2,0.24123428703256805,10.0,269
A,C1,-0.016150710646762278,10.0,269
A,Q1,0.27457047280898206,10.0,269
A,C2,-0.10251967464635485,10.0,269
R100,C1,-0.2717190688489693,10.0,270
R100,Q1,-0.07539847079001903,10.0,270
R100,C2,0.257257342642077,10.0,270
A,C1,0.2912876121914518,10.0,270
A,Q1,-0.09967873552395487,10.0,270
A,C2,-0.19983254881807522,10.0,270
R100,C1,-0.2458449941328818,10.0,271
R100,Q1,-0.15240195376931698,10.0,271
R100,C2,0.24758945553035194,10.0,271
A,C1,0.1939645763435225,10.0,271
A,Q1,0.19841350317866693,10.0,271
A,C2,-0.2418984577506444,10.0,271
R100,C1,-0.2674993813943486,10.0,272
R100,Q1,-0.058755621763621944,10.0,272
R100,C2,0.2715251413565118,10.0,272
A,C1,-0.21546838800866414,10.0,272
A,Q1,-0.14221937423489908,10.0,272
A,C2,0.2800522374821169,10.0,272
R100,C1,-0.23490198873027063,10.0,274
R100,Q1,-0.19142149935360095,10.0,274
R100,C2,0.2241937443449198,10.0,274
A,C1,-0.09084538986751708,10.0,274
A,Q1,-0.08293449432689368,10.0,274
A,C2,-0.004537980080283068,10.0,274
R100,C1,-0.015999488731921092,10.0,276
R100,Q1,-0.00627572583661512,10.0,276
R100,C2,0.08998527205704608,10.0,276
A,C1,-0.11851912639334661,10.0,276
A,Q1,0.07530417642701087,10.0,276
A,C2,0.09707903877669595,10.0,276
R100,C1,-0.2546715940026082,10.0,277
R100,Q1,-0.14529868471409285,10.0,277
R100,C2,0.23712107551142078,10.0,277
A,C1,0.09430493129431462,10.0,277
A,Q1,-0.2888192166093212,10.0,277
A,C2,-0.09937852264729473,10.0,277
R100,C1,-0.27659666677317457,10.0,278
R100,Q1,-0.03459483927108447,10.0,278
R100,C2,0.2632050778736918,10.0,278
A,C1,0.1752837877193314,10.0,278
A,Q1,-0.15104679095182982,10.0,278
A,C2,-0.11541736585613747,10.0,278
R100,C1,0.23397108504199604,10.0,279
R100,Q1,-0.23550568913450934,10.0,279
R100,C2,-0.017151169164855373,10.0,279
A,C1,0.057441134394243476,10.0,279
A,Q1,-0.006600941579435703,10.0,279
A,C2,-0.3466679051130912,10.0,279
R100,C1,-0.2694189319437177,10.0,280
R100,Q1,-0.08185416714042296,10.0,280
R100,C2,0.2591256250682669,10.0,280
A,C1,-0.10606246767173202,10.0,280
A,Q1,-0.2567597316586681,10.0,280
A,C2,0.2198258546029781,10.0,280
R100,C1,-0.2471550716164582,10.0,281
R100,Q1,-0.16837734219253767,10.0,281
R100,C2,0.2220901395057552,10.0,281
A,C1,0.2950935502517705,10.0,281
A,Q1,-0.039234455928529796,10.0,281
A,C2,-0.21146391075147958,10.0,281
R100,C1,-0.21902351248664068,10.0,282
R100,Q1,-0.23481581397423948,10.0,282
R100,C2,0.20016120573649165,10.0,282
A,C1,0.21511906535144465,10.0,282
A,Q1,0.16313834768768906,10.0,282
A,C2,-0.2694269837145508,10.0,282
R100,C1,-0.253589061371872,10.0,283
R100,Q1,-0.1620696556960908,10.0,283
R100,C2,0.22257651066507375,10.0,283
A,C1,0.2888233501254843,10.0,283
A,Q1,0.009918907771445386,10.0,283
A,C2,-0.1443350213785754,10.0,283
R100,C1,0.08853413538501655,10.0,286
R100,Q1,-0.19031468842889235,10.0,286
R100,C2,0.2379378084661186,10.0,286
A,C1,-0.043538904757931686,10.0,286
A,Q1,0.04322173694024549,10.0,286
A,C2,-0.03404677080967048,10.0,286
R100,C1,-0.2747717651420261,10.0,287
R100,Q1,-0.062160771997045665,10.0,287
R100,C2,0.262027874036219,10.0,287
A,C1,0.2562112250300199,10.0,287
A,Q1,-0.20382514529273058,10.0,287
A,C2,-0.0679175067816244,10.0,287
R100,C1,-0.2669527349240396,10.0,289
R100,Q1,-0.0853620583746249,10.0,289
R100,C2,0.25757920731861256,10.0,289
A,C1,-0.04664918606458053,10.0,289
A,Q1,-0.07466951877157547,10.0,289
A,C2,0.062313315432360815,10.0,289
R100,C1,-0.2099100588217969,10.0,290
R100,Q1,-0.18492421683259386,10.0,290
R100,C2,0.25669006784598164,10.0,290
A,C1,-0.06152220593113565,10.0,290
A,Q1,0.08486700100091218,10.0,290
A,C2,-0.004075101410448668,10.0,290
R100,C1,-0.25336942932690576,10.0,291
R100,Q1,-0.13188099526380467,10.0,291
